predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,social,travel,gsm,amusement,system
2014-04-01,AS14.14,2014-03-28-2014-03-31,6.2,1,0,6.8625,-0.475,0.9,0.07285846693203124,0.06419170138115686,0.03055384837962963,0.0010949826388888888,0.005818284143518518,0.0,0.2777777777777778,0.0005016724537037036,0.1141094965277778
2014-04-02,AS14.14,2014-03-29-2014-04-01,7.0,1,0,6.8625,-0.375,0.85,0.06843885892805593,0.03143742765748391,0.010157936921296297,0.0004486718749999999,0.002470737847222222,0.0,0.25,3.313078703703703e-05,0.09591085358796299
2014-04-03,AS14.14,2014-03-30-2014-04-02,7.333333333333332,1,0,6.6125,-0.5625,0.7875,0.042900016974390595,0.020167934026017235,0.00526035011574074,0.0,0.00030144097222222226,0.0,0.19444444444444442,0.0,0.09127944444444447
2014-04-04,AS14.14,2014-03-31-2014-04-03,7.5,0,1,6.820833333333333,-0.4375,0.7875,0.05785883487622539,0.019318370943958014,0.0048371875,2.331886574074074e-05,0.0004362268518518519,0.0,0.16666666666666666,0.0,0.01980706886574074
2014-04-05,AS14.14,2014-04-01-2014-04-04,7.4,0,1,7.008333333333333,-0.625,0.85,0.04717490205168315,0.011258556128789989,0.0019275723379629634,2.331886574074074e-05,0.0004362268518518519,0.0,0.0,0.0,0.010604048032407406
2014-04-06,AS14.14,2014-04-02-2014-04-05,7.4,0,1,7.308333333333334,-1.025,0.9,0.03834311959969473,0.014311261570288083,0.003838405671296296,2.331886574074074e-05,0.0005717418981481483,0.0,0.0,0.0,0.014429027777777778
2014-04-07,AS14.14,2014-04-03-2014-04-06,7.0,1,0,7.408333333333333,-1.025,0.9,0.02972505282796928,0.015710318286523778,0.022936180555555557,2.331886574074074e-05,0.0006815306712962964,0.0,0.027777777777777776,0.0,0.014656151620370372
2014-04-08,AS14.14,2014-04-04-2014-04-07,6.8,1,0,7.325,-0.9500000000000001,0.9,0.014585118637151524,0.010437473959668918,0.022162537615740743,0.0,0.000934314236111111,0.0,0.05555555555555555,0.0,0.010637146990740743
2014-04-09,AS14.14,2014-04-05-2014-04-08,8.0,1,0,7.15,-0.7500000000000001,0.8500000000000001,0.023528279234723885,0.010857948495971935,0.022252798032407407,0.0,0.000934314236111111,0.0,0.08333333333333333,0.0,0.12662254340277776
2014-04-10,AS14.14,2014-04-06-2014-04-09,6.666666666666668,1,0,7.3,-0.26666666666666666,0.95,0.048630378690325334,0.00973654513971673,0.020548723958333334,0.0,0.0007426880787037037,0.0,0.08333333333333333,0.0,0.12458310185185183
2014-04-11,AS14.14,2014-04-07-2014-04-10,7.75,0,1,7.116666666666667,-0.1,0.95,0.05437927076127802,0.008530219905768278,0.0010404137731481484,0.0,0.0005101186342592592,0.0,0.05555555555555555,0.0,0.1224222222222222
2014-04-12,AS14.14,2014-04-08-2014-04-11,7.5,0,1,7.304166666666667,0.2,0.95,0.058706920268107234,0.008537679396707704,0.0007874334490740744,0.0,0.00031474247685185186,0.0,0.08333333333333333,0.0,0.138778521412037
