predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,travel,gsm,amusement,system
2014-04-02,AS14.23,2014-03-29-2014-04-01,7.0,1,0,7.3125,0.0,1.55,0.4274205963207755,0.12552819154190795,0.0664589525462963,0.0031800115740740747,0.0013015972222222222,0.1,0.0356109056712963,0.017180653935185183
2014-04-03,AS14.23,2014-03-30-2014-04-02,7.0,1,0,7.25,0.0625,1.425,0.4454636444498879,0.12759251445945766,0.06637196469907407,0.0029987094907407415,0.00462580150462963,0.30000000000000004,0.03380639467592592,0.01685525752314815
2014-04-04,AS14.23,2014-03-31-2014-04-03,7.0,0,1,7.25,0.1875,1.375,0.4310552315232666,0.14745700809966633,0.07562513599537038,0.0016327228009259261,0.0050691956018518525,0.3,0.04268888599537037,0.020526316550925926
2014-04-05,AS14.23,2014-04-01-2014-04-04,6.5,0,1,7.125,0.5,1.25,0.4712622437890485,0.13599708333335542,0.07502429687500002,0.000909904513888889,0.005130199652777779,0.35,0.03520669560185185,0.017509236111111114
2014-04-06,AS14.23,2014-04-02-2014-04-05,7.0,0,1,6.875,0.6875,1.0,0.4413458216260107,0.1282048900473725,0.07227166956018519,0.0003276996527777778,0.0040898755787037045,0.39999999999999997,0.03485473379629629,0.015659626736111112
2014-04-07,AS14.23,2014-04-03-2014-04-06,5.75,1,0,6.875,0.5625,0.9,0.3998290179756118,0.1342873929489266,0.08129608796296298,0.0008059866898148148,0.0008109606481481481,0.45,0.036340260416666666,0.013934525462962965
2014-04-08,AS14.23,2014-04-04-2014-04-07,6.6,1,0,6.5625,0.375,0.7125,0.4052658995880989,0.12193402778288281,0.07905522569444444,0.0014063107638888888,0.0023001591435185182,0.55,0.027019424189814817,0.011860908564814816
2014-04-09,AS14.23,2014-04-05-2014-04-08,7.2,1,0,6.4625,0.175,0.6125,0.32683469314564007,0.12866808449642525,0.06728843749999999,0.003554606481481481,0.0025104745370370368,0.44999999999999996,0.02430678530092592,0.011150813078703702
2014-04-10,AS14.23,2014-04-06-2014-04-09,7.0,1,0,6.6375,-0.1125,0.6625,0.32436031344672217,0.1364318894781172,0.0736842361111111,0.00381216724537037,0.0025104745370370368,0.4,0.025955593171296296,0.010666119791666664
2014-04-11,AS14.23,2014-04-07-2014-04-10,7.0,0,1,6.6375,-0.1125,0.7124999999999999,0.3195716528707085,0.16178660301215667,0.06685295428240742,0.005168683449074074,0.002302809606481481,0.2,0.05345127314814816,0.012814725115740742
2014-04-12,AS14.23,2014-04-08-2014-04-11,7.75,0,1,6.95,0.05,0.8999999999999999,0.31034143728958347,0.16563170139160419,0.07806427951388889,0.004492398726851852,0.002735943287037037,0.25,0.047452271412037055,0.011219039351851855
2014-04-13,AS14.23,2014-04-09-2014-04-12,7.2,0,1,7.2375,-0.0625,1.0,0.33489878680442836,0.14345449074274963,0.0740023582175926,0.002676131365740741,0.0027606915509259264,0.25,0.05172171006944446,0.008741090856481485
