predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,amusement,system
2014-03-28,AS14.17,2014-03-25-2014-03-27,7.2,0,1,7.3,0.3666666666666667,0.7999999999999999,0.0737309778543694,0.06328267747881237,0.030425154320987653,0.0010390509259259257,0.016757862654320988,0.0010153047839506174,0.06666666666666667,0.0266129899691358,0.005760790895061728
2014-03-29,AS14.17,2014-03-26-2014-03-28,6.8,0,1,7.2,0.4000000000000001,0.7999999999999999,0.13673569829972745,0.08616886189690343,0.040665864197530856,0.00011620756172839508,0.01593789351851852,0.0022882600308641973,0.10000000000000002,0.02275250771604938,0.0066765856481481485
2014-03-30,AS14.17,2014-03-27-2014-03-29,8.0,0,1,7.066666666666666,0.5333333333333333,0.7333333333333334,0.183652737847209,0.08101070989153265,0.03950389660493826,0.00011620756172839508,0.020042476851851853,0.0030422993827160494,0.3333333333333333,0.017391010802469135,0.006297457561728395
2014-03-31,AS14.17,2014-03-28-2014-03-30,7.25,1,0,7.333333333333333,0.7333333333333334,0.8666666666666667,0.15621945966807213,0.06081935957626058,0.021821797839506166,0.00011620756172839508,0.014687434413580246,0.0022575694444444444,0.3333333333333333,0.0095345524691358,0.004170347222222222
2014-04-01,AS14.17,2014-03-29-2014-03-31,7.4,1,0,7.3500000000000005,0.7000000000000001,0.8666666666666667,0.10520253359444116,0.046951531646428284,0.012480331790123455,0.0,0.020894193672839508,0.032599610339506174,0.3,0.010078804012345677,0.005193290895061728
2014-04-02,AS14.17,2014-03-30-2014-04-01,7.5,1,0,7.55,0.7000000000000001,1.0,0.08436525909315874,0.04655715664411767,0.0226187037037037,0.003046797839506173,0.015415389660493828,0.032377133487654315,0.19999999999999998,0.011740817901234567,0.0070064506172839505
2014-04-03,AS14.17,2014-03-31-2014-04-02,7.2,1,0,7.383333333333333,0.45,0.9166666666666666,0.11164636956549778,0.07283116127329842,0.02446832947530864,0.0036902932098765435,0.020612592592592592,0.032727399691358024,0.2333333333333333,0.018369205246913583,0.011197071759259257
2014-04-04,AS14.17,2014-04-01-2014-04-03,7.0,0,1,7.366666666666667,0.35000000000000003,0.9166666666666666,0.1203854961012345,0.07924016975970177,0.02778394675925926,0.0038301195987654325,0.015519239969135804,0.0016077662037037035,0.3,0.02366571759259259,0.014284236111111107
2014-04-05,AS14.17,2014-04-02-2014-04-04,7.0,0,1,7.233333333333333,-0.04999999999999999,0.85,0.12473870462110968,0.07502668596620175,0.014973757716049385,0.0010420370370370373,0.015674479166666668,0.0010762037037037036,0.16666666666666666,0.02283206404320988,0.011217345679012341
2014-04-06,AS14.17,2014-04-03-2014-04-05,7.25,0,1,7.066666666666666,-0.06666666666666665,0.9333333333333332,0.1577264156604262,0.06287776621771445,0.018933479938271606,0.0003985416666666667,0.011582881944444444,0.000556485339506173,0.3333333333333333,0.019207195216049383,0.00752966820987654
