predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,gsm,amusement,system
2014-03-20,AS14.05,2014-03-17-2014-03-19,7.2,1,0,6.75,0.2833333333333333,0.7166666666666667,0.11008589734883477,0.07286520062957283,0.04053353009259259,0.0,0.28205128205128205,0.011409602623456791,0.006136234567901235
2014-03-21,AS14.05,2014-03-18-2014-03-20,7.25,0,1,7.1499999999999995,0.75,0.85,0.1217813234901935,0.06996798611533496,0.05099971064814814,0.0,0.2564102564102564,0.009448167438271609,0.0032939621913580237
2014-03-22,AS14.05,2014-03-19-2014-03-21,3.75,0,1,7.066666666666666,0.6666666666666666,0.85,0.10078192907050522,0.05397760416622516,0.042727557870370365,0.0,0.15384615384615385,0.007405042438271607,0.0029587152777777776
2014-03-23,AS14.05,2014-03-20-2014-03-22,4.4,0,1,6.066666666666666,-0.3333333333333333,0.26666666666666666,0.06240517154006184,0.03742810570347457,0.0302963387345679,0.0,0.15384615384615385,0.005903283179012345,0.0020682060185185187
2014-03-24,AS14.05,2014-03-21-2014-03-23,3.75,1,0,5.133333333333334,-1.1333333333333333,-0.3333333333333333,0.0513338708273828,0.03406757329993043,0.024098750000000006,0.0,0.38461538461538464,0.006817330246913581,0.002636323302469136
2014-03-25,AS14.05,2014-03-22-2014-03-24,5.333333333333333,1,0,3.966666666666667,-1.8,-1.0,0.036779920552000266,0.03844498842862653,0.029443240740740746,0.0,0.2820512820512821,0.007505864197530865,0.006022581018518518
2014-03-26,AS14.05,2014-03-23-2014-03-25,5.5,1,0,4.4944444444444445,-1.4666666666666668,-0.5555555555555556,0.04424855244167441,0.06821722223066988,0.048088842592592586,0.0,0.3076923076923077,0.01539952160493827,0.008300925925925925
2014-03-27,AS14.05,2014-03-24-2014-03-26,5.8,1,0,4.861111111111111,-1.1666666666666667,-0.13888888888888892,0.028913089756887587,0.085698753863941,0.06610756172839505,0.0,0.07692307692307693,0.015269077932098765,0.007943873456790124
2014-03-28,AS14.05,2014-03-25-2014-03-27,6.2,0,1,5.544444444444444,-0.7000000000000001,0.26111111111111107,0.05245975248385452,0.11307753858926857,0.08574676697530864,0.0,0.10256410256410257,0.017518090277777773,0.0055350424382716035
2014-03-29,AS14.05,2014-03-26-2014-03-28,6.4,0,1,5.833333333333333,-0.3666666666666667,0.35000000000000003,0.05391231753854153,0.09487976466615995,0.07739864197530863,0.0013310455246913575,0.10256410256410257,0.02307926311728396,0.004436574074074073
2014-03-30,AS14.05,2014-03-27-2014-03-29,6.2,0,1,6.133333333333333,-0.3333333333333333,0.6,0.07564120842414312,0.07166869213827598,0.054381203703703695,0.0013310455246913575,0.17948717948717952,0.02165069058641976,0.0057627083333333315
2014-03-31,AS14.05,2014-03-28-2014-03-30,6.8,1,0,6.266666666666667,-0.4000000000000001,0.8000000000000002,0.07488909154498212,0.04415618827129587,0.03313300925925925,0.0013310455246913575,0.23076923076923075,0.01865392361111112,0.004385331790123456
2014-04-01,AS14.05,2014-03-29-2014-03-31,7.0,1,0,6.466666666666668,-0.5333333333333333,0.9333333333333332,0.07822800441188471,0.03054492669341004,0.020841647376543208,0.0,0.25641025641025644,0.0076211342592592615,0.003810493827160494
2014-04-02,AS14.05,2014-03-30-2014-04-01,7.0,1,0,6.666666666666667,-0.4000000000000001,0.9333333333333332,0.0694622723333579,0.038783954467486455,0.025526512345679014,0.0013754128086419751,0.15384615384615385,0.009834888117283953,0.0036487885802469135
2014-04-03,AS14.05,2014-03-31-2014-04-02,7.2,1,0,6.933333333333334,-0.20000000000000004,1.0,0.06886448288606069,0.03581427082419397,0.01978564429012346,0.0025667669753086423,0.05128205128205129,0.010957820216049385,0.00406741898148148
2014-04-04,AS14.05,2014-04-01-2014-04-03,7.0,0,1,7.066666666666666,-0.39999999999999997,0.9333333333333332,0.06800120407479092,0.048600574835766984,0.029218989197530864,0.0050542746913580265,0.0,0.007031114969135802,0.0061147260802469116
2014-04-05,AS14.05,2014-04-02-2014-04-04,7.5,0,1,7.066666666666666,-0.6666666666666666,0.9333333333333332,0.0557780500614275,0.06595366126041356,0.04360330632716048,0.004595493827160495,0.07692307692307694,0.004537611882716049,0.010457256944444443
2014-04-16,AS14.05,2014-04-13-2014-04-15,7.2,1,0,6.966666666666666,-0.22222222222222224,0.7333333333333334,0.09104912580544205,0.05377456790595142,0.0287962538580247,0.011194263117283951,0.3333333333333333,0.004605848765432098,0.006625933641975309
2014-04-17,AS14.05,2014-04-14-2014-04-16,6.6,1,0,6.866666666666667,-0.5333333333333333,0.6666666666666666,0.08822314170618843,0.05156942901328021,0.026467399691358032,0.012212276234567903,0.0,0.004733665123456789,0.00519658950617284
2014-04-18,AS14.05,2014-04-15-2014-04-17,7.5,0,1,6.933333333333333,1.850371707708594e-17,0.7333333333333334,0.09266147854177177,0.05703250000046358,0.03643309799382718,0.011026620370370374,0.0,0.004918097993827158,0.0049050192901234566
2014-04-19,AS14.05,2014-04-16-2014-04-18,7.2,0,1,7.1000000000000005,0.01666666666666668,0.7999999999999999,0.11195176466443622,0.0509162577168073,0.03594409336419753,0.008401882716049384,0.05128205128205129,0.005782955246913582,0.007706350308641975
2014-04-20,AS14.05,2014-04-17-2014-04-19,7.2,0,1,7.1000000000000005,-0.05000000000000001,0.8000000000000002,0.09703095089424607,0.05347194831128472,0.03623555941358025,0.01010670524691358,0.10256410256410257,0.0050449112654321,0.00725528549382716
2014-04-21,AS14.05,2014-04-18-2014-04-20,7.2,1,0,7.3,-0.5833333333333334,0.9333333333333332,0.07047912993404616,0.061767584885712025,0.03974050540123456,0.012566365740740743,0.10256410256410257,0.005747704475308643,0.006715081018518519
2014-04-22,AS14.05,2014-04-19-2014-04-21,7.2,1,0,7.2,-0.8666666666666667,0.9333333333333332,0.06601581354621629,0.06898942515897903,0.0465663387345679,0.01166354938271605,0.05128205128205129,0.003974097222222222,0.004869243827160494
2014-04-23,AS14.05,2014-04-20-2014-04-22,7.2,1,0,7.2,-0.4666666666666666,1.0,0.06666947685288821,0.07789654707375136,0.0507463387345679,0.013776658950617283,0.05128205128205129,0.004883244598765432,0.006440339506172839
2014-04-24,AS14.05,2014-04-21-2014-04-23,7.2,1,0,7.2,-0.39999999999999997,1.0,0.08185744490212196,0.06680121142095258,0.04476471836419752,0.011527048611111106,0.07692307692307693,0.006219880401234568,0.005522426697530863
2014-04-25,AS14.05,2014-04-22-2014-04-24,7.2,0,1,7.2,-0.45,1.0,0.061055314277103256,0.056140740744677585,0.036990895061728396,0.011127048611111107,0.07692307692307693,0.005187577160493828,0.004757364969135802
2014-04-26,AS14.05,2014-04-23-2014-04-25,7.8,0,1,7.2,-0.9833333333333334,1.0,0.05645689486469226,0.05999856096358946,0.04193773533950617,0.010392754629629629,0.10256410256410257,0.0073441512345679,0.008956064814814814
2014-04-27,AS14.05,2014-04-24-2014-04-26,7.4,0,1,7.3999999999999995,-0.9166666666666666,1.0,0.09619671621550265,0.06286771992106496,0.041645258487654324,0.00970369598765432,0.15384615384615388,0.008133047839506169,0.01094903163580247
2014-04-28,AS14.05,2014-04-25-2014-04-27,7.0,1,0,7.466666666666666,-0.8666666666666667,1.0,0.08934718845213857,0.055086763132317564,0.038733919753086425,0.009623163580246912,0.15384615384615388,0.00863822145061728,0.010017538580246912
2014-04-29,AS14.05,2014-04-26-2014-04-28,6.8,1,0,7.3999999999999995,-0.6666666666666666,1.0,0.07643115712238238,0.056271894296378265,0.04338547453703706,0.006964726080246913,0.10256410256410257,0.00799432484567901,0.00540596836419753
2014-04-30,AS14.05,2014-04-27-2014-04-29,7.0,1,0,7.066666666666666,-0.26666666666666666,0.9333333333333332,0.023430735857276147,0.04990168209889053,0.04097772762345681,0.013280682870370373,0.025641025641025644,0.005730320216049384,0.0025073996913580246
2014-05-01,AS14.05,2014-04-28-2014-04-30,6.8,1,0,6.933333333333334,-0.26666666666666666,0.9333333333333332,0.03769274749952902,0.05247109953268073,0.04012774691358026,0.012594560185185186,0.025641025641025644,0.005242179783950619,0.0018624112654320988
2014-05-02,AS14.05,2014-04-29-2014-05-01,7.0,0,1,6.866666666666667,-0.13333333333333333,0.9333333333333332,0.042688630025157735,0.04871540894019014,0.038000362654321,0.012295516975308644,0.0,0.0030003858024691362,0.0015233873456790123
2014-05-03,AS14.05,2014-04-30-2014-05-02,6.75,0,1,6.933333333333334,-0.3333333333333333,1.0,0.031239344408052417,0.08255128857162264,0.056321064814814824,0.006687608024691358,0.1794871794871795,0.0022548302469135805,0.013843040123456794
2014-05-04,AS14.05,2014-05-01-2014-05-03,7.0,0,1,6.8500000000000005,-0.05000000000000001,1.0,0.02886012229665637,0.08256061727342047,0.05442726466049383,0.008125073302469135,0.3333333333333333,0.002490733024691358,0.01560779706790124
2014-05-05,AS14.05,2014-05-02-2014-05-04,6.333333333333332,1,0,6.916666666666667,0.09999999999999999,1.0,0.04462280890493781,0.07889017745944456,0.051068441358024685,0.0064921759259259255,0.3846153846153846,0.0031821952160493825,0.0150706712962963
