predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,gsm,amusement,system
2014-03-26,AS14.20,2014-03-23-2014-03-25,6.8,1,0,6.8,-0.04999999999999997,0.2333333333333334,0.051826131687242795,0.02215378086324093,0.006429683641975308,0.002898800154320988,0.09523809523809523,0.0048857561728395055,0.004334363425925926
2014-03-27,AS14.20,2014-03-24-2014-03-26,7.0,1,0,6.533333333333334,-0.18333333333333332,0.10000000000000002,0.046010225077685395,0.022373479936777834,0.0042042631172839505,0.004238942901234568,0.047619047619047616,0.006129683641975309,0.005146346450617285
2014-03-28,AS14.20,2014-03-25-2014-03-27,6.25,0,1,6.6000000000000005,-0.033333333333333326,0.21666666666666667,0.05389911396657429,0.018016894292316326,0.0016909799382716052,0.004325339506172839,0.0,0.006362322530864197,0.005581539351851853
2014-03-29,AS14.20,2014-03-26-2014-03-28,7.4,0,1,6.683333333333334,0.3833333333333333,0.3833333333333333,0.03552389350802049,0.009539313272193628,0.0012700038580246912,0.0023072569444444447,0.0,0.0040114737654320986,0.0034503665123456796
2014-03-30,AS14.20,2014-03-27-2014-03-29,7.5,0,1,6.883333333333333,0.5833333333333334,0.5833333333333334,0.0729828941285252,0.009587642747310944,0.0010398649691358024,0.0009671141975308643,0.19047619047619047,0.004490725308641975,0.002930941358024692
2014-03-31,AS14.20,2014-03-28-2014-03-30,7.0,1,0,7.05,0.8333333333333334,0.6666666666666666,0.18071900523963627,0.007932372685567833,0.002309452160493827,0.0012633564814814818,0.2857142857142857,0.0019093479938271608,0.0021343441358024694
2014-04-01,AS14.20,2014-03-29-2014-03-31,6.25,1,0,7.3,0.9333333333333332,0.9333333333333332,0.17694916396979501,0.006235466821142187,0.0018748842592592593,0.0012633564814814818,0.4761904761904761,0.0019093479938271608,0.0005573881172839506
2014-04-02,AS14.20,2014-03-30-2014-04-01,6.5,1,0,6.916666666666667,0.6,0.6,0.13090277777777778,0.003414432870936984,0.0017933641975308643,0.0012633564814814818,0.4761904761904761,0.00367764274691358,0.00023368827160493832
2014-04-03,AS14.20,2014-03-31-2014-04-02,6.666666666666668,1,0,6.583333333333333,0.26666666666666666,0.35000000000000003,0.02654320987654322,0.008977908952000709,0.002840960648148148,0.0030451273148148147,0.38095238095238093,0.00425164737654321,0.0021183757716049384
2014-04-10,AS14.20,2014-04-07-2014-04-09,7.0,1,0,7.266666666666667,0.45,0.9166666666666666,0.03391333358384003,0.009355181326836716,0.0044218441358024685,0.0061203587962962965,0.3333333333333333,0.0053573418209876544,0.0014739274691358028
2014-04-11,AS14.20,2014-04-08-2014-04-10,7.5,0,1,7.333333333333333,0.4166666666666667,0.75,0.03152157083854193,0.012916929010807737,0.003569170524691358,0.005178047839506174,0.3333333333333333,0.0034897993827160494,0.0015234490740740746
2014-04-12,AS14.20,2014-04-09-2014-04-11,6.8,0,1,7.416666666666667,0.4166666666666667,0.75,0.04876343391373833,0.011247253084992187,0.0038482793209876544,0.005162523148148149,0.3333333333333333,0.0014384220679012343,0.001481697530864198
2014-04-13,AS14.20,2014-04-10-2014-04-12,6.8,0,1,7.1000000000000005,0.3333333333333333,0.6166666666666667,0.04096985714961448,0.02058139274609679,0.012123298611111109,0.0016810378086419755,0.4761904761904762,0.0020384413580246913,0.0018087152777777778
2014-04-14,AS14.20,2014-04-11-2014-04-13,6.8,1,0,7.033333333333334,0.16666666666666666,0.65,0.03369105056525234,0.015919394289821764,0.009569675925925924,0.00040591049382716053,0.42857142857142855,0.003757912808641975,0.0015219868827160497
2014-04-15,AS14.20,2014-04-12-2014-04-14,6.8,1,0,6.8,0.0,0.4666666666666666,0.016993519701054817,0.015266674382635114,0.009290567129629628,0.00040591049382716053,0.42857142857142855,0.003757912808641975,0.0013082445987654323
2014-04-16,AS14.20,2014-04-13-2014-04-15,7.2,1,0,6.8,0.0,0.4666666666666666,0.03731481481481483,0.0027189390425696788,0.0016257021604938273,0.0005229205246913581,0.09523809523809523,0.0022909413580246914,0.000450173611111111
2014-04-17,AS14.20,2014-04-14-2014-04-16,6.4,1,0,6.933333333333334,0.13333333333333333,0.4666666666666666,0.03885802469135804,0.0027431712961859173,0.0016257021604938273,0.0005229205246913581,0.14285714285714285,9.312114197530863e-05,0.0004021373456790122
2014-04-18,AS14.20,2014-04-15-2014-04-17,6.75,0,1,6.8,0.0,0.5333333333333333,0.04205136156890544,0.00931916280845065,0.0034628125,0.0017567824074074074,0.09523809523809523,0.0022630632716049382,0.0015852816358024682
2014-04-19,AS14.20,2014-04-16-2014-04-18,7.5,0,1,6.783333333333334,0.0,0.5,0.008546560471511736,0.00698048611022072,0.0018371103395061726,0.0012903163580246914,0.09523809523809523,0.0021699421296296297,0.0014872839506172835
2014-04-20,AS14.20,2014-04-17-2014-04-19,7.6,0,1,6.883333333333333,-0.13333333333333333,0.6333333333333333,0.019093601765679494,0.017928229169345195,0.010881504629629628,0.001426809413580247,0.047619047619047616,0.0029278510802469137,0.0017716396604938267
2014-04-21,AS14.20,2014-04-18-2014-04-20,7.4,1,0,7.283333333333334,-0.13333333333333333,0.7000000000000001,0.0721502648881321,0.014279039354971898,0.010134733796296294,0.00024446373456790124,0.047619047619047616,0.000757908950617284,0.00177829475308642
