indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
3,2014-03-31,AS14.06,2014-03-27-2014-03-30,7.55,0.012499999999999997,0.7124999999999999,0.15666953355706073,7.0,3.0
4,2014-04-01,AS14.06,2014-03-28-2014-03-31,7.55,-0.1,0.75,0.1637387464796537,7.75,4.0
5,2014-04-02,AS14.06,2014-03-29-2014-04-01,7.5875,-0.05,0.7375,0.17733445378026355,6.8,5.0
6,2014-04-03,AS14.06,2014-03-30-2014-04-02,7.3375,-0.2,0.5875,0.1900773634441291,7.2,6.0
15,2014-04-12,AS14.06,2014-04-08-2014-04-11,7.3500000000000005,-0.05,0.65,0.1770613724085287,8.2,15.0
16,2014-04-13,AS14.06,2014-04-09-2014-04-12,7.75,0.1,0.9,0.19180229038065583,6.5,16.0
17,2014-04-14,AS14.06,2014-04-10-2014-04-13,7.5249999999999995,-0.375,0.7625,0.2522136798168131,7.25,17.0
18,2014-04-15,AS14.06,2014-04-11-2014-04-14,7.4375,-0.3875,0.75,0.2408283529884404,7.0,18.0
19,2014-04-16,AS14.06,2014-04-12-2014-04-15,7.2375,-0.4375,0.65,0.23949007736864272,7.6,19.0
20,2014-04-17,AS14.06,2014-04-13-2014-04-16,7.0875,-0.5375,0.5,0.21727829069318821,6.8,20.0
21,2014-04-18,AS14.06,2014-04-14-2014-04-17,7.1625000000000005,-0.1125,0.5875,0.16901058055687193,6.25,21.0
22,2014-04-19,AS14.06,2014-04-15-2014-04-18,6.9125,-0.3,0.525,0.1608787149529668,6.8,22.0
23,2014-04-20,AS14.06,2014-04-16-2014-04-19,6.8625,-0.15000000000000002,0.525,0.13530378540385252,8.2,23.0
24,2014-04-21,AS14.06,2014-04-17-2014-04-20,7.0125,-2.7755575615628914e-17,0.625,0.10645190595193653,7.0,24.0
25,2014-04-22,AS14.06,2014-04-18-2014-04-21,7.0625,-1.3877787807814457e-17,0.625,0.08809407601208247,6.6,25.0
26,2014-04-23,AS14.06,2014-04-19-2014-04-22,7.15,0.15,0.65,0.08766465693262272,7.0,26.0
27,2014-04-24,AS14.06,2014-04-20-2014-04-23,7.199999999999999,0.1,0.7,0.09653052354437036,7.75,27.0
28,2014-04-25,AS14.06,2014-04-21-2014-04-24,7.0875,-0.1125,0.6875,0.14804375995045177,6.4,28.0
29,2014-04-26,AS14.06,2014-04-22-2014-04-25,6.9375,-0.4125,0.6375,0.1947339167824153,7.5,29.0
30,2014-04-27,AS14.06,2014-04-23-2014-04-26,7.1625,-0.3125,0.7375,0.21025877255805894,7.2,30.0
31,2014-04-28,AS14.06,2014-04-24-2014-04-27,7.2124999999999995,-0.4625,0.7875,0.19175589358928513,6.75,31.0
32,2014-04-29,AS14.06,2014-04-25-2014-04-28,6.9625,-0.4625,0.725,0.17590937412686034,7.25,32.0
33,2014-04-30,AS14.06,2014-04-26-2014-04-29,7.175,-0.2125,0.875,0.15345865309770798,6.8,33.0
34,2014-05-01,AS14.06,2014-04-27-2014-04-30,7.0,-0.3625,0.775,0.12903041692109504,8.0,34.0
35,2014-05-02,AS14.06,2014-04-28-2014-05-01,7.2,-0.2125,0.775,0.19578316820189584,7.2,35.0
36,2014-05-03,AS14.06,2014-04-29-2014-05-02,7.3125,-0.3375,0.9,0.19901797286678524,6.25,36.0
37,2014-05-04,AS14.06,2014-04-30-2014-05-03,7.0625,-0.525,0.65,0.2102833725451751,7.6,37.0
38,2014-05-05,AS14.06,2014-05-01-2014-05-04,7.262499999999999,-0.575,0.6875,0.22483494245450594,7.0,38.0
