predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-03-23,AS14.02,2014-03-19-2014-03-22,7.0125,-0.4625,0.35,0.3225820821984998,6.25
2014-03-24,AS14.02,2014-03-20-2014-03-23,6.875,-0.8125,0.25,0.3110984322442221,6.4
2014-03-31,AS14.02,2014-03-27-2014-03-30,7.075,-0.5875,0.525,0.29120100021366335,7.2
2014-04-01,AS14.02,2014-03-28-2014-03-31,7.0625,-0.7875000000000001,0.5,0.2730819788991948,7.4
2014-04-02,AS14.02,2014-03-29-2014-04-01,7.2125,-0.6875,0.55,0.27317252992692354,6.4
2014-04-03,AS14.02,2014-03-30-2014-04-02,7.0,-0.65,0.4375,0.2448353316117331,5.75
2014-04-04,AS14.02,2014-03-31-2014-04-03,6.6875,-0.4625,0.25000000000000006,0.2649899643907383,6.4
2014-04-05,AS14.02,2014-04-01-2014-04-04,6.487500000000001,-0.5625,0.2,0.28271432262690926,7.4
2014-04-06,AS14.02,2014-04-02-2014-04-05,6.487500000000001,-0.5125,0.15,0.29770412019977693,4.5
2014-04-07,AS14.02,2014-04-03-2014-04-06,6.0125,-0.6125,-0.11249999999999999,0.27172635979008164,6.8
2014-04-08,AS14.02,2014-04-04-2014-04-07,6.275,-0.55,0.037500000000000006,0.22523083341160943,6.25
2014-04-09,AS14.02,2014-04-05-2014-04-08,6.2375,-0.3125,0.11249999999999999,0.23390100366476035,7.25
2014-04-10,AS14.02,2014-04-06-2014-04-09,6.2,-0.4375,0.024999999999999994,0.21522353505585157,7.25
2014-04-11,AS14.02,2014-04-07-2014-04-10,6.8875,-0.125,0.525,0.22660880597646174,6.5
2014-04-12,AS14.02,2014-04-08-2014-04-11,6.8125,-0.25,0.5,0.29859822920454604,6.0
2014-04-13,AS14.02,2014-04-09-2014-04-12,6.75,-0.6875,0.125,0.3276859031271658,7.2
2014-04-14,AS14.02,2014-04-10-2014-04-13,6.7375,-0.7125,0.1625,0.3383384706866432,8.0
2014-04-15,AS14.02,2014-04-11-2014-04-14,6.925,-0.5875,0.225,0.3199193322688519,7.25
2014-04-16,AS14.02,2014-04-12-2014-04-15,7.1125,-0.5875,0.225,0.25720619623641455,6.666666666666668
2014-04-17,AS14.02,2014-04-13-2014-04-16,7.279166666666667,-0.17083333333333334,0.5583333333333333,0.2509498512274922,6.5
