indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
3,2014-04-09,AS14.27,2014-04-06-2014-04-08,7.3999999999999995,-0.19999999999999998,0.6,0.07881944444444444,7.0,3.0
4,2014-04-10,AS14.27,2014-04-07-2014-04-09,7.3999999999999995,0.26666666666666666,0.8000000000000002,0.08923611111111111,7.4,4.0
5,2014-04-11,AS14.27,2014-04-08-2014-04-10,7.333333333333333,-0.13333333333333333,0.6666666666666666,0.10277777777777779,5.8,5.0
6,2014-04-12,AS14.27,2014-04-09-2014-04-11,6.733333333333333,0.20000000000000004,0.20000000000000007,0.1076388888888889,7.0,6.0
7,2014-04-13,AS14.27,2014-04-10-2014-04-12,6.733333333333333,0.15,0.10000000000000002,0.09596503831417624,8.75,7.0
8,2014-04-14,AS14.27,2014-04-11-2014-04-13,7.183333333333334,0.3833333333333333,0.4666666666666666,0.10002394636015326,7.6,8.0
9,2014-04-15,AS14.27,2014-04-12-2014-04-14,7.783333333333334,-0.01666666666666668,0.9333333333333332,0.09840357598978289,7.2,9.0
10,2014-04-16,AS14.27,2014-04-13-2014-04-15,7.8500000000000005,-0.3,0.9666666666666667,0.10278289029268654,7.8,10.0
11,2014-04-17,AS14.27,2014-04-14-2014-04-16,7.533333333333334,-0.9333333333333332,0.7999999999999999,0.09645098971636405,7.6,11.0
12,2014-04-18,AS14.27,2014-04-15-2014-04-17,7.533333333333334,-0.6,0.8000000000000002,0.10316784312439393,8.6,12.0
13,2014-04-19,AS14.27,2014-04-16-2014-04-18,8.0,-0.39999999999999997,1.0666666666666667,0.11173552754435108,7.5,13.0
14,2014-04-20,AS14.27,2014-04-17-2014-04-19,7.8999999999999995,-0.016666666666666663,0.9,0.09067168534080298,7.2,14.0
15,2014-04-21,AS14.27,2014-04-18-2014-04-20,7.766666666666667,-0.21666666666666667,0.8333333333333334,0.11728816526610646,6.8,15.0
16,2014-04-22,AS14.27,2014-04-19-2014-04-21,7.166666666666667,-0.21666666666666667,0.43333333333333335,0.10467242452536575,7.8,16.0
17,2014-04-23,AS14.27,2014-04-20-2014-04-22,7.266666666666667,-0.4666666666666666,0.5333333333333333,0.11867608154372865,8.0,17.0
24,2014-04-30,AS14.27,2014-04-27-2014-04-29,7.666666666666667,-0.19999999999999996,0.6666666666666666,0.11476316192225278,6.6,24.0
25,2014-05-01,AS14.27,2014-04-28-2014-04-30,7.2,0.06666666666666665,0.5333333333333333,0.10267001915708807,7.6,25.0
26,2014-05-02,AS14.27,2014-04-29-2014-05-01,7.133333333333333,0.13333333333333333,0.5333333333333333,0.09626835887611745,7.2,26.0
27,2014-05-03,AS14.27,2014-04-30-2014-05-02,7.133333333333333,0.20000000000000004,0.6000000000000001,0.10691650702426563,6.4,27.0
28,2014-05-04,AS14.27,2014-05-01-2014-05-03,7.066666666666667,0.19999999999999998,0.4666666666666666,0.10748722860791822,7.4,28.0
29,2014-05-05,AS14.27,2014-05-02-2014-05-04,7.0,-1.850371707708594e-17,0.39999999999999997,0.09886982570806101,7.666666666666668,29.0
