predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,office,social,gsm,amusement,system
2014-03-21,AS14.08,2014-03-17-2014-03-20,6.6,0,1,6.300000000000001,-0.15000000000000002,0.65,0.03864698955859347,0.01637982927745691,0.022485711805555555,0.0,0.02517920717592593,0.038461538461538464,0.0004897598379629629,0.014448547453703707
2014-03-22,AS14.08,2014-03-18-2014-03-21,6.4,0,1,6.6,-0.25,0.7500000000000001,0.039493676260867756,0.020544285294772296,0.012978778935185186,0.0,0.008139997106481481,0.11538461538461539,0.0004897598379629629,0.015049230324074077
2014-03-23,AS14.08,2014-03-19-2014-03-22,7.2,0,1,6.6,-0.30000000000000004,0.8,0.037928699428470665,0.01923764177839513,0.023430532407407407,0.0,0.008282705439814813,0.11538461538461539,7.659432870370369e-05,0.015109160879629633
2014-03-24,AS14.08,2014-03-20-2014-03-23,6.8,1,0,6.6499999999999995,-0.3,0.75,0.03272061497030125,0.017927228008845338,0.021580436921296298,0.0,0.011053822337962961,0.13461538461538464,0.0,0.01540029803240741
2014-03-25,AS14.08,2014-03-21-2014-03-24,7.2,1,0,6.75,-0.45,0.8,0.029916623741993595,0.020448764468094818,0.021333373842592596,0.0,0.014036710069444444,0.11538461538461539,0.0,0.0014032175925925928
2014-03-26,AS14.08,2014-03-22-2014-03-25,6.5,1,0,6.9,-0.5,0.9,0.03190546361145912,0.014280818867048736,0.018418258101851853,0.0,0.012173712384259258,0.057692307692307696,0.00025787037037037044,0.0008517824074074074
2014-03-27,AS14.08,2014-03-23-2014-03-26,6.333333333333332,1,0,6.925,-0.4625,0.825,0.04872294827803221,0.017035034725235577,0.008481883680555557,0.0004673003472222222,0.012060625,0.15384615384615385,0.0005830989583333335,0.0017639438657407408
2014-03-28,AS14.08,2014-03-24-2014-03-27,6.25,0,1,6.708333333333333,-0.4125,0.75,0.05992961727111339,0.02024308160016383,0.013124450231481484,0.0004673003472222222,0.01360019965277778,0.23076923076923078,0.0005830989583333335,0.0017164467592592596
2014-03-29,AS14.08,2014-03-25-2014-03-28,7.166666666666668,0,1,6.570833333333333,-0.275,0.625,0.052492579591976396,0.020152413198655406,0.015338573495370374,0.0004673003472222222,0.010724589120370371,0.4807692307692308,0.0005830989583333335,0.004057065972222222
2014-03-30,AS14.08,2014-03-26-2014-03-29,6.8,0,1,6.5625,-0.16666666666666666,0.625,0.05450419428820696,0.021499479172958268,0.012636640625000002,0.0004673003472222222,0.010736655092592595,0.5,0.0005129861111111111,0.0039794936342592594
2014-03-31,AS14.08,2014-03-27-2014-03-30,7.6,1,0,6.6375,-0.10416666666666666,0.65,0.05174061555686445,0.01849439236162989,0.010680344328703706,0.0,0.011005407986111113,0.40384615384615385,0.00018775752314814813,0.0030189930555555556
