predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-03-27,AS14.23,2014-03-25-2014-03-26,6.6,-0.325,0.925,0.3400014531068979,7.0
2014-03-28,AS14.23,2014-03-26-2014-03-27,7.0,0.25,1.25,0.3806336446356948,7.0
2014-03-29,AS14.23,2014-03-27-2014-03-28,7.0,0.675,1.225,0.3808152611277611,7.25
2014-03-30,AS14.23,2014-03-28-2014-03-29,7.125,0.425,1.35,0.401293982800589,7.0
2014-03-31,AS14.23,2014-03-29-2014-03-30,7.125,0.125,1.35,0.4076851146466841,7.5
2014-04-01,AS14.23,2014-03-30-2014-03-31,7.25,-0.125,1.35,0.40060450439825657,7.5
2014-04-02,AS14.23,2014-03-31-2014-04-01,7.5,-0.125,1.75,0.4471560779948669,7.0
2014-04-03,AS14.23,2014-04-01-2014-04-02,7.25,0.25,1.5,0.4903227845015192,7.0
2014-04-04,AS14.23,2014-04-02-2014-04-03,7.0,0.5,1.0,0.41495438505166626,7.0
2014-04-05,AS14.23,2014-04-03-2014-04-04,7.0,0.75,1.0,0.4522017030765778,6.5
2014-04-06,AS14.23,2014-04-04-2014-04-05,6.75,0.875,1.0,0.46773725820035517,7.0
2014-04-07,AS14.23,2014-04-05-2014-04-06,6.75,0.375,0.8,0.34745633287464583,5.75
2014-04-08,AS14.23,2014-04-06-2014-04-07,6.375,-0.125,0.425,0.34279454097584255,6.6
2014-04-09,AS14.23,2014-04-07-2014-04-08,6.175,-0.024999999999999994,0.425,0.3062130534166343,7.2
