predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-04-08,AS14.27,2014-04-06-2014-04-07,7.3,0.0,0.5,0.08263888888888887,7.6
2014-04-09,AS14.27,2014-04-07-2014-04-08,7.6,0.2,0.8,0.07777777777777778,7.0
2014-04-10,AS14.27,2014-04-08-2014-04-09,7.3,-0.09999999999999998,0.8,0.09166666666666669,7.4
2014-04-11,AS14.27,2014-04-09-2014-04-10,7.2,0.1,0.6000000000000001,0.11857638888888888,5.8
2014-04-12,AS14.27,2014-04-10-2014-04-11,6.6,0.1,-0.09999999999999998,0.10538194444444446,7.0
2014-04-13,AS14.27,2014-04-11-2014-04-12,6.4,0.325,-0.04999999999999999,0.08144755747126436,8.75
2014-04-14,AS14.27,2014-04-12-2014-04-13,7.875,0.375,1.0,0.10715397509578545,7.6
2014-04-15,AS14.27,2014-04-13-2014-04-14,8.175,-0.15000000000000002,1.15,0.10903975095785443,7.2
2014-04-16,AS14.27,2014-04-14-2014-04-15,7.4,-0.7,0.7,0.08558597337006428,7.8
2014-04-17,AS14.27,2014-04-15-2014-04-16,7.5,-1.0,0.8,0.10422509568565719,7.6
2014-04-18,AS14.27,2014-04-16-2014-04-17,7.699999999999999,-0.6,0.9,0.10961718020541553,8.6
2014-04-19,AS14.27,2014-04-17-2014-04-18,8.1,0.1,1.1,0.10851278011204482,7.5
2014-04-20,AS14.27,2014-04-18-2014-04-19,8.05,-0.125,0.95,0.08548085901027076,7.2
2014-04-21,AS14.27,2014-04-19-2014-04-20,7.35,-0.325,0.55,0.11794613678804859,6.8
2014-04-22,AS14.27,2014-04-20-2014-04-21,7.0,-0.2,0.4,0.12951388888888896,7.8
2014-04-23,AS14.27,2014-04-21-2014-04-22,7.3,-0.5,0.5,0.08756273342670404,8.0
2014-04-24,AS14.27,2014-04-22-2014-04-23,7.9,-0.5,0.8,0.0841909473844634,7.6
2014-04-25,AS14.27,2014-04-23-2014-04-24,7.8,0.3,0.7,0.07931232927055115,7.6
2014-04-26,AS14.27,2014-04-24-2014-04-25,7.6,0.8999999999999999,0.6,0.11360731792717085,9.333333333333334
2014-04-27,AS14.27,2014-04-25-2014-04-26,8.466666666666667,0.9333333333333333,1.1333333333333333,0.2508884803921569,8.0
2014-04-28,AS14.27,2014-04-26-2014-04-27,8.666666666666668,0.5333333333333333,1.2333333333333334,0.2434989095500459,7.8
2014-04-29,AS14.27,2014-04-27-2014-04-28,7.9,0.30000000000000004,0.8,0.12839474288337918,7.2
