,Unnamed: 0,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
8,2014-05-15,6.0,0.0,0.5,0.12253135428946202,15883.185998201367,7.0,2.0,3280.5530000000012,3473.433,740.4470000000003,0.0,0,0.0,79.053,7101.031000000004,227.708,2.0069999999999997,34.972,0
9,2014-05-16,7.0,0.4,1.0,0.051781347045554434,5389.5590002536765,11.0,0.0,2212.464,541.08,660.7909999999998,0.0,0,0.0,76.681,2753.987,0.0,0.0,29.338,0
10,2014-05-17,6.0,0.25,0.3333333333333333,0.016673567202696287,9750.849999666218,2.0,1.0,1018.1419999999997,428.54699999999997,442.6700000000001,0.0,0,0.0,39.427,3826.559,0.0,0.0,0.0,0
11,2014-05-18,6.0,-0.6,0.2,0.01773234767380921,18269.712000370026,0.0,0.0,2752.733000000001,2062.496,759.1999999999997,0.0,0,0.0,62.633,8658.553,0.0,0.0,11.121,0
12,2014-05-19,6.2,-0.2,0.2,0.009146799328914148,5052.914000272751,0.0,0.0,240.59200000000004,364.29,320.934,0.0,0,0.0,90.207,3250.7090000000007,0.0,0.0,0.0,0
13,2014-05-20,6.25,-0.5,0.5,0.018382148211167643,7906.686000823967,0.0,0.0,487.319,867.4910000000001,656.3320000000001,0.0,0,0.0,45.442,5740.547,0.0,2.01,0.0,0
14,2014-05-21,6.0,-0.6666666666666666,-0.2,0.017180909720209924,9770.721999883648,0.0,0.0,661.6789999999999,1814.912,1066.602,0.0,0,0.0,67.92099999999999,6092.751,0.0,0.0,0.0,0
15,2014-05-22,5.75,0.5,0.25,0.011538005032521469,4429.147000789641,6.0,0.0,749.7699999999999,1272.216,270.475,0.0,0,0.0,51.243,1932.2860000000005,0.0,0.0,8.838000000000003,0
16,2014-05-23,5.833333333333332,-0.8333333333333334,0.0,0.020586616773057436,6839.81899952889,1.0,1.0,980.6460000000003,819.5569999999997,1030.192,0.0,0,0.0,105.913,6441.2930000000015,0.0,0.0,0.0,0
17,2014-05-24,6.4,-0.75,0.25,0.01428609951201229,10875.109000205992,0.0,0.0,947.927,2263.9120000000007,1130.015,0.0,0,0.0,78.43100000000003,5702.319000000002,0.0,0.0,0.0,0
18,2014-05-25,6.25,-0.75,0.3333333333333333,0.16147019196659632,7342.48499917984,2.0,1.0,2687.659000000003,1567.3439999999994,194.216,0.0,0,0.0,42.36200000000001,2868.6709999999994,0.0,0.0,96.982,0
19,2014-05-26,5.4,-0.4,0.0,0.11520148444226025,18925.187999248505,10.0,3.0,1048.7389999999998,1235.537,688.7689999999999,0.0,0,130.53,235.83700000000002,5441.263999999999,0.0,0.0,0.0,0
20,2014-05-27,6.2,-0.6,0.4,0.012704237112874092,4089.879000663757,1.0,2.0,726.3910000000002,2078.403,124.694,0.0,0,0.0,142.686,2010.364,0.0,0.0,56.173,0
21,2014-05-28,8.2,0.0,1.2,0.10330116965301572,14320.867998123169,10.0,1.0,2551.0459999999994,1936.415,614.7060000000001,0.0,0,357.909,529.9460000000001,5361.210999999998,0.0,0.0,30.666,0
22,2014-05-29,7.0,-1.3333333333333333,1.0,0.16935445444293906,3569.341000318527,5.0,1.0,400.034,435.105,136.738,0.0,0,0.0,29.201999999999998,1789.922,0.9390000000000001,0.0,3.199,0
23,2014-05-30,6.8,-0.8,-0.4,0.19290118906100084,9497.646998882292,4.0,0.0,3044.030000000001,1670.842,260.22,0.0,0,0.0,52.61,3166.409000000001,1052.648,8.072000000000001,232.825,0
