predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-04-03,AS14.28,2014-04-01-2014-04-02,7.15,-0.1,0.2,0.08491282853004828,8.0
2014-04-04,AS14.28,2014-04-02-2014-04-03,7.4,-0.1,0.825,0.09716436424645288,5.75
2014-04-05,AS14.28,2014-04-03-2014-04-04,6.875,-0.25,0.625,0.1380094985615559,7.6
2014-04-06,AS14.28,2014-04-04-2014-04-05,6.675,-0.65,0.4,0.0763828682479054,7.2
2014-04-07,AS14.28,2014-04-05-2014-04-06,7.4,-0.7,0.7,0.020056413726602246,8.0
2014-04-08,AS14.28,2014-04-06-2014-04-07,7.6,-0.19999999999999998,0.925,0.061960007855500904,7.8
2014-04-09,AS14.28,2014-04-07-2014-04-08,7.9,0.0,1.125,0.10525869937316282,7.0
2014-04-10,AS14.28,2014-04-08-2014-04-09,7.4,-0.6,1.0,0.17134864517040096,7.0
2014-04-11,AS14.28,2014-04-09-2014-04-10,7.0,-1.0,0.75,0.23384764903107347,7.4
2014-04-12,AS14.28,2014-04-10-2014-04-11,7.2,-0.8,0.25,0.27853950441004116,7.8
2014-04-13,AS14.28,2014-04-11-2014-04-12,7.6,-0.675,0.625,0.1852115686660977,7.2
2014-04-14,AS14.28,2014-04-12-2014-04-13,7.5,-0.675,1.0,0.03980876668913867,6.8
2014-04-15,AS14.28,2014-04-13-2014-04-14,7.0,-0.8,0.625,0.07427228866651997,6.8
2014-04-16,AS14.28,2014-04-14-2014-04-15,6.8,-0.6,0.45,0.11168908745160727,6.2
2014-04-17,AS14.28,2014-04-15-2014-04-16,6.5,0.19999999999999998,0.0,0.07657545072191635,7.8
2014-04-18,AS14.28,2014-04-16-2014-04-17,7.0,0.04999999999999999,0.175,0.07191487086652165,5.8
2014-04-19,AS14.28,2014-04-17-2014-04-18,6.8,-0.35,0.375,0.07134424750272253,6.75
2014-04-20,AS14.28,2014-04-18-2014-04-19,6.275,-0.35,0.16666666666666666,0.027648097081784534,7.8
2014-04-21,AS14.28,2014-04-19-2014-04-20,7.275,-0.45,0.6666666666666666,0.025914460904582083,8.0
2014-04-29,AS14.28,2014-04-27-2014-04-28,7.375,-0.125,0.75,0.07274936378837879,7.0
2014-04-30,AS14.28,2014-04-28-2014-04-29,7.25,-0.35,0.9,0.04617836368104431,6.2
2014-05-01,AS14.28,2014-04-29-2014-04-30,6.6,-0.2,0.5,0.015299128125826612,6.4
2014-05-02,AS14.28,2014-04-30-2014-05-01,6.300000000000001,-0.4,0.30000000000000004,0.04404459240389147,6.8
2014-05-03,AS14.28,2014-05-01-2014-05-02,6.6,-0.55,0.7,0.06987728129673366,7.4
2014-05-04,AS14.28,2014-05-02-2014-05-03,7.1,-0.25,1.0,0.06823119105854458,6.8
2014-05-05,AS14.28,2014-05-03-2014-05-04,7.1,-0.2,0.8333333333333333,0.04170892473361997,7.0
