predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-04-04,AS14.29,2014-04-02-2014-04-03,7.875,-0.375,0.875,0.17113633174705475,8.0
2014-04-05,AS14.29,2014-04-03-2014-04-04,7.625,-1.125,0.5,0.10190881714640036,8.2
2014-04-06,AS14.29,2014-04-04-2014-04-05,8.1,-0.22499999999999998,0.775,0.08250422108111474,7.75
2014-04-07,AS14.29,2014-04-05-2014-04-06,7.975,0.4,0.8,0.13225874750998945,7.2
2014-04-08,AS14.29,2014-04-06-2014-04-07,7.475,-0.3,0.5,0.15502230994134075,7.8
2014-04-09,AS14.29,2014-04-07-2014-04-08,7.5,-0.7,0.6,0.1664881691470795,7.6
2014-04-10,AS14.29,2014-04-08-2014-04-09,7.699999999999999,-0.2,0.7,0.10298540434719933,8.6
2014-04-11,AS14.29,2014-04-09-2014-04-10,8.1,0.4,0.8999999999999999,0.11802377140208917,7.2
2014-04-12,AS14.29,2014-04-10-2014-04-11,7.9,0.30000000000000004,1.0,0.09331101616544892,8.25
2014-04-13,AS14.29,2014-04-11-2014-04-12,7.725,0.6,0.675,0.06722409611179701,8.2
2014-04-14,AS14.29,2014-04-12-2014-04-13,8.225,0.5,0.675,0.09523203768064306,8.0
2014-04-15,AS14.29,2014-04-13-2014-04-14,8.1,-0.4,0.8,0.10807606943871313,8.25
2014-04-16,AS14.29,2014-04-14-2014-04-15,8.125,-0.65,1.0,0.1692705943104122,7.8
2014-04-17,AS14.29,2014-04-15-2014-04-16,8.025,-0.25,1.0,0.11463636810465097,7.6
2014-04-18,AS14.29,2014-04-16-2014-04-17,7.699999999999999,0.4,0.9,0.06827655626347415,8.0
2014-04-19,AS14.29,2014-04-17-2014-04-18,7.8,0.275,0.525,0.12972207458293372,7.0
2014-04-26,AS14.29,2014-04-24-2014-04-25,7.65,0.1,0.875,0.17586059262259285,6.0
2014-04-27,AS14.29,2014-04-25-2014-04-26,6.75,0.0,0.375,0.21722156329845094,6.5
2014-04-28,AS14.29,2014-04-26-2014-04-27,6.25,-0.375,0.0,0.157115345470226,7.0
2014-04-29,AS14.29,2014-04-27-2014-04-28,6.75,-0.575,0.2,0.06184387767120456,7.6
2014-04-30,AS14.29,2014-04-28-2014-04-29,7.3,0.0,0.6000000000000001,0.14365777272389202,7.8
2014-05-01,AS14.29,2014-04-29-2014-04-30,7.699999999999999,0.0,0.5,0.14986916126013472,7.6
