predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,social,travel,gsm,amusement,system
2014-03-26,AS14.14,2014-03-24-2014-03-25,7.0,1,0,6.125,-0.625,0.125,0.08438943771843357,0.14873561921081058,0.07242954282407407,0.007210445601851849,0.012287679398148151,0.009719629629629627,0.1111111111111111,0.0026914699074074076,0.04863263310185184
2014-03-27,AS14.14,2014-03-25-2014-03-26,6.6,1,0,6.375,-0.225,0.5,0.11156372880562679,0.13854028356020096,0.05916214699074075,0.002219699074074073,0.01289529513888889,0.009107129629629626,0.2222222222222222,0.0029953993055555567,0.04658842013888888
2014-03-28,AS14.14,2014-03-26-2014-03-27,6.2,0,1,6.8,-0.6,0.9,0.1082151137769357,0.13505101274423026,0.08227111689814816,0.0009353703703703703,0.015506348379629626,0.0006087789351851852,0.16666666666666666,0.004415023148148149,0.028648512731481474
2014-03-29,AS14.14,2014-03-27-2014-03-28,8.0,0,1,6.4,-0.7,0.7,0.07496543225827251,0.14064184607041103,0.09667974537037038,0.002192991898148148,0.016280335648148146,5.833333333333333e-06,0.1111111111111111,0.0023567071759259257,0.04899472800925927
2014-03-30,AS14.14,2014-03-28-2014-03-29,6.5,0,1,7.1,-0.325,0.925,0.11766343483741187,0.09505423030643553,0.05206780092592593,0.0021899652777777777,0.011636568287037036,0.0,0.16666666666666666,0.0010033449074074072,0.056146805555555575
2014-03-31,AS14.14,2014-03-29-2014-03-30,6.75,1,0,7.25,-0.625,1.125,0.08759734662508446,0.04248193286359312,0.013736180555555557,0.0008973437499999998,0.00475370949074074,0.0,0.16666666666666666,6.626157407407407e-05,0.17051302083333336
2014-04-05,AS14.14,2014-04-03-2014-04-04,7.4,0,1,7.416666666666666,-0.75,1.0,0.03660326918123571,0.015510416661423677,0.0023743402777777786,4.663773148148148e-05,0.00026957175925925933,0.0,0.0,0.0,0.010721394675925923
2014-04-06,AS14.14,2014-04-04-2014-04-05,7.4,0,1,7.45,-1.3,0.8,0.010248940677966093,0.01037870370403484,0.004582129629629628,0.0,0.0004587962962962963,0.0,0.0,0.0,0.010552604166666674
2014-04-07,AS14.14,2014-04-05-2014-04-06,7.0,1,0,7.4,-1.3,0.8,0.02284683647470285,0.01591021991162388,0.04349802083333334,0.0,0.0010934895833333332,0.0,0.05555555555555555,0.0,0.018590908564814823
2014-04-08,AS14.14,2014-04-06-2014-04-07,6.8,1,0,7.2,-0.6,1.0,0.018921296596336953,0.010496244215302994,0.039742945601851855,0.0,0.001409832175925926,0.0,0.1111111111111111,0.0,0.010721689814814816
2014-04-09,AS14.14,2014-04-07-2014-04-08,8.0,1,0,6.9,-0.2,0.9,0.024209721994744922,0.005805677080319987,0.0010075752314814817,0.0,0.0007751388888888888,0.0,0.1111111111111111,0.0,0.2346541782407407
2014-04-10,AS14.14,2014-04-08-2014-04-09,6.666666666666668,1,0,7.4,0.06666666666666665,0.9,0.07833946078431371,0.008976846064130467,0.0013545023148148153,0.0,7.554398148148149e-05,0.0,0.05555555555555555,0.0,0.23844451388888885
2014-04-11,AS14.14,2014-04-09-2014-04-10,7.75,0,1,7.333333333333334,0.0,1.0,0.08454881952781113,0.011254762731216571,0.0010732523148148153,0.0,0.0002450983796296296,0.0,0.0,0.0,0.010190266203703701
2014-04-12,AS14.14,2014-04-10-2014-04-11,7.5,0,1,7.208333333333334,0.33333333333333337,1.0,0.03907437975190076,0.00809851272928494,0.00022036458333333334,0.0,0.0005539409722222222,0.0,0.1111111111111111,0.0,0.03911252893518518
