predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,social,travel,weather,gsm,amusement,system
2014-04-03,AS14.28,2014-04-01-2014-04-02,8.0,1,0,7.15,-0.1,0.2,0.08491282853004828,0.11855968750047466,0.03328692708333332,0.002008981481481482,0.033198744212962976,0.0029534664351851853,0.00026073495370370383,0.1111111111111111,0.008193287037037037,0.038502569444444454
2014-04-04,AS14.28,2014-04-02-2014-04-03,5.75,0,1,7.4,-0.1,0.825,0.09716436424645288,0.12183316552252685,0.03240892939814814,0.0018074131944444448,0.03450506365740742,0.0018148090277777774,0.0007681712962962963,0.05555555555555555,0.011292690972222222,0.05540250578703701
2014-04-05,AS14.28,2014-04-03-2014-04-04,7.6,0,1,6.875,-0.25,0.625,0.1380094985615559,0.13267226274780655,0.049489999999999985,0.00041635416666666665,0.02940739583333334,0.002255543981481481,0.0008403645833333334,0.08333333333333333,0.009800341435185185,0.059678333333333305
2014-04-06,AS14.28,2014-04-04-2014-04-05,7.2,0,1,6.675,-0.65,0.4,0.0763828682479054,0.12552559606179042,0.04137270254629628,0.0001974768518518518,0.028272077546296293,0.0013674363425925926,0.00036215277777777786,0.08333333333333333,0.008154328703703704,0.03621640625
2014-04-07,AS14.28,2014-04-05-2014-04-06,8.0,1,0,7.4,-0.7,0.7,0.020056413726602246,0.08028020831997748,0.01449463541666667,0.0,0.028588518518518513,0.0,2.9224537037037036e-05,0.0,0.006095856481481482,0.02029164930555556
2014-04-08,AS14.28,2014-04-06-2014-04-07,7.8,1,0,7.6,-0.19999999999999998,0.925,0.061960007855500904,0.10073144097708994,0.021761857638888882,0.0001367939814814815,0.03720895254629628,0.0017658333333333337,0.0005795196759259259,0.0,0.009182268518518518,0.06977835069444446
2014-04-09,AS14.28,2014-04-07-2014-04-08,7.0,1,0,7.9,0.0,1.125,0.10525869937316282,0.10897462386775901,0.0343206423611111,0.0001367939814814815,0.032466591435185176,0.002465769675925926,0.000892337962962963,0.0,0.007679265046296297,0.09788449074074075
2014-04-10,AS14.28,2014-04-08-2014-04-09,7.0,1,0,7.4,-0.6,1.0,0.17134864517040096,0.11353073496371506,0.030955109953703708,0.0005403587962962962,0.021085538194444448,0.0006999363425925925,0.00031281828703703707,0.027777777777777776,0.0017893402777777777,0.04864392939814814
2014-04-11,AS14.28,2014-04-09-2014-04-10,7.4,0,1,7.0,-1.0,0.75,0.23384764903107347,0.11820475114026555,0.02746962962962964,0.0007634953703703702,0.018212887731481484,0.004007019675925926,0.0,0.027777777777777776,0.0072015625000000005,0.03723932291666669
2014-04-12,AS14.28,2014-04-10-2014-04-11,7.8,0,1,7.2,-0.8,0.25,0.27853950441004116,0.19366204859481914,0.046241678240740734,0.0009766782407407408,0.017838327546296294,0.012347280092592592,5.847222222222222e-05,0.5,0.006633663194444445,0.04321387731481486
