predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,gsm,amusement,system
2014-03-29,AS14.12,2014-03-27-2014-03-28,6.75,0,1,6.875,-0.25,0.875,0.13023961693932648,0.09573916667037544,0.0200880787037037,0.0,0.0,0.046081984953703706,0.0,0.5,0.023547042824074077,0.03246541666666669
2014-03-30,AS14.12,2014-03-28-2014-03-29,5.8,0,1,6.75,0.5,0.875,0.119131883372968,0.1182558506920382,0.022330086805555552,0.0,0.0,0.027409589120370365,0.0005851736111111111,0.6363636363636364,0.02814005208333334,0.06611192129629634
2014-03-31,AS14.12,2014-03-29-2014-03-30,6.4,1,0,6.275,0.4,0.625,0.08803886935813296,0.07547309027777777,0.012203564814814816,0.0,0.0,0.012045850694444445,0.0005851736111111111,0.2727272727272727,0.008534444444444445,0.042682199074074084
2014-04-01,AS14.12,2014-03-30-2014-03-31,6.4,1,0,6.1,0.1,0.325,0.061274579677394664,0.040108697920761736,0.008243142361111112,6.388888888888888e-05,9.947337962962961e-05,0.010730266203703704,0.004469901620370371,0.09090909090909093,0.005187349537037037,0.01026987847222222
2014-04-02,AS14.12,2014-03-31-2014-04-01,6.0,1,0,6.4,0.4,0.575,0.10666932245423205,0.07371664351473253,0.02061652777777779,0.000384363425925926,9.947337962962961e-05,0.024265671296296306,0.004863877314814815,0.13636363636363638,0.006815619212962962,0.013243188657407404
2014-04-03,AS14.12,2014-04-01-2014-04-02,5.4,1,0,6.2,0.0,0.5416666666666666,0.14392619116338146,0.1279401446740936,0.03037439814814816,0.0010640972222222224,0.0023003587962962964,0.03380097800925927,0.0005427604166666667,0.2272727272727273,0.008762459490740738,0.01259288194444444
2014-04-04,AS14.12,2014-04-02-2014-04-03,6.5,0,1,5.7,0.0,0.16666666666666666,0.1522007486630102,0.13471579862413577,0.02940186342592592,0.0015168865740740741,0.007207922453703703,0.03935514467592592,0.0023118981481481484,0.2727272727272727,0.0113072974537037,0.018679282407407426
2014-04-05,AS14.12,2014-04-03-2014-04-04,6.2,0,1,5.95,0.575,0.3333333333333333,0.1480605801642691,0.10109806713268712,0.023181302083333327,0.0007732638888888888,0.007946550925925925,0.03787670717592592,0.011938096064814819,0.6363636363636364,0.008994629629629627,0.02097772569444447
2014-04-06,AS14.12,2014-04-04-2014-04-05,6.25,0,1,6.35,0.375,0.5333333333333333,0.1445391019587357,0.07102443286804139,0.008433993055555554,0.00022923032407407408,0.0030389872685185177,0.025573819444444444,0.01101389467592593,0.6818181818181819,0.010505503472222222,0.016504704861111115
2014-04-07,AS14.12,2014-04-05-2014-04-06,6.4,1,0,6.225,0.125,0.575,0.11875471645180097,0.04447191551603652,0.0021899363425925923,0.00022923032407407408,0.0,0.018223940972222224,0.0032432175925925927,0.18181818181818185,0.012107696759259257,0.012620370370370369
2014-04-08,AS14.12,2014-04-06-2014-04-07,6.25,1,0,6.325,0.225,0.875,0.10643311941503711,0.0510213310216312,0.0047478298611111115,0.0002857581018518518,2.9143518518518526e-05,0.02190315393518519,0.003442876157407408,0.0,0.008811655092592591,0.012783350694444447
2014-04-09,AS14.12,2014-04-07-2014-04-08,5.25,1,0,6.325,0.1,0.625,0.1216550454749162,0.08098378472582057,0.011834687500000003,0.0014207175925925923,0.0006013773148148149,0.03523536458333333,0.002117644675925926,0.09090909090909093,0.01353644097222222,0.027270167824074085
2014-04-10,AS14.12,2014-04-08-2014-04-09,6.4,1,0,5.75,0.0,-0.125,0.14158585031859977,0.11018939235420136,0.018283761574074072,0.001355549768518518,0.00161359375,0.04245615740740741,0.0010602604166666666,0.09090909090909093,0.02297589699074074,0.19449164351851841
