predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-04-20,AS14.26,2014-04-16-2014-04-19,7.0,0.45,0.45,0.11501988351603254,8.0
2014-04-21,AS14.26,2014-04-17-2014-04-20,7.3,0.55,0.65,0.10176287480612291,6.4
2014-04-22,AS14.26,2014-04-18-2014-04-21,7.4,0.5,0.7,0.1048791954869376,7.25
2014-04-23,AS14.26,2014-04-19-2014-04-22,7.4125,0.47500000000000003,0.75,0.11246466913422627,6.2
2014-04-24,AS14.26,2014-04-20-2014-04-23,6.9624999999999995,0.27499999999999997,0.55,0.08254137243633418,5.8
2014-04-25,AS14.26,2014-04-21-2014-04-24,6.4125000000000005,0.125,0.19999999999999998,0.0935426483446486,6.6
2014-04-26,AS14.26,2014-04-22-2014-04-25,6.4625,0.22499999999999998,0.3,0.09762550792240257,8.0
2014-04-27,AS14.26,2014-04-23-2014-04-26,6.65,0.35,0.3,0.14184972172264942,7.8
2014-04-28,AS14.26,2014-04-24-2014-04-27,7.05,0.5,0.45,0.13752118655318119,8.0
2014-04-29,AS14.26,2014-04-25-2014-04-28,7.6,0.75,0.8,0.1583066229028623,6.6
2014-04-30,AS14.26,2014-04-26-2014-04-29,7.6,0.85,0.7999999999999999,0.1550934137982919,6.2
2014-05-01,AS14.26,2014-04-27-2014-04-30,7.1499999999999995,0.5499999999999999,0.6000000000000001,0.1050696838639078,6.8
