indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
1,2014-03-27,AS14.09,2014-03-23-2014-03-26,6.9875,0.5375,0.325,0.05612750515767756,7.8,1.0
2,2014-03-28,AS14.09,2014-03-24-2014-03-27,7.25,0.24999999999999997,0.4625,0.054565005157677565,8.25,2.0
3,2014-03-29,AS14.09,2014-03-25-2014-03-28,7.5,0.0625,0.5875,0.05471794827937068,8.0,3.0
4,2014-03-30,AS14.09,2014-03-26-2014-03-29,7.95,-0.1375,0.8875,0.06886725383492623,7.75,4.0
5,2014-03-31,AS14.09,2014-03-27-2014-03-30,7.95,-0.5125,0.95,0.07527749022314241,7.0,5.0
6,2014-04-01,AS14.09,2014-03-28-2014-03-31,7.75,-0.46249999999999997,0.8,0.08933999022314242,7.6,6.0
7,2014-04-02,AS14.09,2014-03-29-2014-04-01,7.5875,-0.39999999999999997,0.7000000000000001,0.08936065821256042,6.2,7.0
8,2014-04-03,AS14.09,2014-03-30-2014-04-02,7.1375,-0.25,0.44999999999999996,0.07913438020135592,7.6,8.0
9,2014-04-04,AS14.09,2014-03-31-2014-04-03,7.1,0.0,0.35,0.09637094421101772,7.25,9.0
10,2014-04-05,AS14.09,2014-04-01-2014-04-04,7.1625,-0.1375,0.4875,0.09454802754435104,7.5,10.0
11,2014-04-06,AS14.09,2014-04-02-2014-04-05,7.1375,-0.1375,0.525,0.10348899976657326,6.8,11.0
12,2014-04-07,AS14.09,2014-04-03-2014-04-06,7.2875000000000005,-0.2875,0.7250000000000001,0.1278645833333333,6.2,12.0
13,2014-04-08,AS14.09,2014-04-04-2014-04-07,6.9375,-0.4125,0.575,0.10217013888888891,7.2,13.0
14,2014-04-09,AS14.09,2014-04-05-2014-04-08,6.925,-0.225,0.5375,0.10477430555555559,6.5,14.0
15,2014-04-10,AS14.09,2014-04-06-2014-04-09,6.675,-0.1625,0.4125,0.08439980158730159,6.0,15.0
16,2014-04-11,AS14.09,2014-04-07-2014-04-10,6.475,0.125,0.2125,0.05726686507936509,6.8,16.0
17,2014-04-12,AS14.09,2014-04-08-2014-04-11,6.625,0.25,0.3625,0.06630704365079365,7.0,17.0
18,2014-04-13,AS14.09,2014-04-09-2014-04-12,6.575,0.25,0.4125,0.06205357142857143,6.0,18.0
19,2014-04-14,AS14.09,2014-04-10-2014-04-13,6.45,-0.012500000000000011,0.35,0.09657738095238094,5.8,19.0
20,2014-04-15,AS14.09,2014-04-11-2014-04-14,6.4,-0.25,0.3,0.10982142857142853,6.0,20.0
21,2014-04-16,AS14.09,2014-04-12-2014-04-15,6.2,-0.25,0.15000000000000002,0.10338541666666663,5.5,21.0
22,2014-04-17,AS14.09,2014-04-13-2014-04-16,5.825,-0.375,-0.1125,0.08992040945165941,7.0,22.0
23,2014-04-18,AS14.09,2014-04-14-2014-04-17,6.075,-0.175,0.075,0.0744789886648439,6.6,23.0
24,2014-04-19,AS14.09,2014-04-15-2014-04-18,6.275,-0.425,0.275,0.08233022833426543,8.0,24.0
