,Unnamed: 0,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2,2014-03-19,6.4,0.0,0.6,0.005627705627705628,26.357000112533587,0.0,0.0,32.349000000000004,0.0,17.332,0.0,0.0,0,22.176,0.0,0.0,0.0,0.0,0.0
3,2014-03-20,5.666666666666668,0.6666666666666666,0.3333333333333333,0.04383822653596662,412.8229997158053,2.0,4.0,323.717,97.727,15.347999999999999,0.0,0.0,0,10.029,69.902,0.0,0.0,0.0,0.0
4,2014-03-21,6.8,1.0,1.0,0.06056036092198103,285.03099989891007,2.0,0.0,103.69,124.309,5.041,0.0,0.0,0,0.0,125.2,0.0,0.0,0.0,0.0
5,2014-03-22,6.5,0.5,0.75,0.06677041257209454,1155.7909998893738,3.0,2.0,87.42399999999998,189.521,93.44200000000001,0.0,0.0,0,10.077,15.412,0.0,0.0,0.0,0.0
6,2014-03-23,7.0,0.0,1.0,0.0684523809523809,726.3540003299709,6.0,3.0,173.54600000000005,204.495,181.257,13.047,0.0,0,23.124000000000002,191.31400000000002,0.0,0.0,0.0,0.0
7,2014-03-24,6.4,0.0,0.8,0.1073128770739064,459.0190002918248,0.0,0.0,147.85000000000005,222.79200000000003,0.0,6.032,0.0,0,10.417,81.67699999999998,0.0,0.0,0.0,0.0
8,2014-03-25,6.0,0.6,0.6,0.08716623124390796,1013.438999891281,0.0,1.0,260.70799999999997,365.541,50.631,0.0,0.0,0,21.061,161.01000000000005,0.0,0.0,0.0,0.0
9,2014-03-26,5.6,0.2,0.25,0.09062499999999996,2525.9130001068124,0.0,1.0,75.11999999999998,284.5990000000001,60.185,64.797,0.0,0,0.0,221.426,0.0,0.0,0.0,0.0
10,2014-03-27,6.0,0.0,0.25,0.2950993676603433,1594.0099999904667,1.0,15.0,69.69099999999999,0.0,3342.646,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
11,2014-03-28,6.5,-0.75,0.75,0.08746898327453531,519.1339998245238,0.0,0.0,119.65100000000001,398.04100000000005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12,2014-03-29,6.0,-0.5,0.5,0.2525042601225439,410.11999988555914,2.0,2.0,133.275,155.086,0.0,19.119,0.0,0,8.057,93.96200000000002,0.0,0.0,0.0,0.0
13,2014-03-30,5.4,0.4,1.0,0.052733447325923805,862.5760006904599,4.0,0.0,176.16400000000004,100.429,1480.0929999999994,0.0,0.0,0,17.101,0.0,0.0,0.0,0.0,0.0
14,2014-03-31,6.0,-0.25,0.3333333333333333,0.13474030795602568,73.79699993133555,3.0,7.0,12.349,53.07100000000001,0.0,0.0,0.0,0,8.152999999999999,0.0,0.0,0.0,0.0,0.0
15,2014-04-01,5.8,-0.4,0.6,0.3134394341290891,1473.5539999008206,0.0,1.0,98.198,194.89,0.0,0.0,0.0,0,0.0,48.338,40.949,0.0,0.0,0.0
16,2014-04-02,6.4,-0.2,1.0,0.030474211305752518,8644.528000116352,4.0,0.0,29.768,105.76100000000001,0.0,0.0,0.0,0,0.0,0.725,0.0,0.0,0.0,0.0
17,2014-04-03,6.25,-0.5,0.3333333333333333,0.012361111111111113,138.8190000057221,0.0,0.0,41.036,289.19,1.014,0.0,0.0,0,17.155,41.357,0.0,0.0,0.0,0.0
18,2014-04-04,6.2,-0.2,0.8,0.14407060344630326,4939.440000295641,4.0,4.0,678.4769999999997,1680.035,2216.219,20.066,0.0,0,27.086,301.878,9.888,0.0,0.0,0.0
19,2014-04-05,7.0,0.0,1.0,0.08748917748917752,202.36500000953663,1.0,0.0,99.01,239.66600000000003,142.025,0.0,0.0,0,15.072,20.102,0.0,0.0,0.0,0.0
20,2014-04-06,6.75,-0.6666666666666666,1.0,0.19987749808992267,1605.8439996242514,0.0,0.0,423.21300000000014,505.30699999999996,144.716,0.0,0.0,0,8.062000000000001,123.868,0.0,0.0,19.137999999999998,5.22
21,2014-04-07,7.0,-0.2,1.0,0.0864168979340117,2214.0070002078974,0.0,1.0,222.0,408.015,51.298,45.279,0.0,0,0.0,119.977,0.0,0.0,0.0,0.0
22,2014-04-08,6.4,0.5,0.6666666666666666,0.03989680082559341,7.275000095367429,8.0,1.0,9.241,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
23,2014-04-09,7.2,-0.5,1.0,0.24015661939870084,3191.6219999790223,1.0,0.0,67.282,9.097000000000001,0.0,11.052999999999999,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
24,2014-04-10,6.6,0.2,1.0,0.1293886382716278,1089.7160003185274,3.0,1.0,156.92300000000003,331.167,113.052,87.698,162.983,0,15.132,222.355,0.0,0.0,0.0,0.0
25,2014-04-11,7.0,1.0,1.0,0.03957364341085266,358.8829996585843,0.0,0.0,99.93999999999998,421.32800000000003,0.0,0.0,0.0,0,5.013999999999999,109.692,0.0,0.0,0.0,0.0
26,2014-04-12,7.0,1.25,1.0,0.0,19.430999994278,4.0,0.0,19.42,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
27,2014-04-13,6.4,0.0,0.5,0.045454545454545504,112.32100009918214,1.0,2.0,56.887,3.01,0.0,0.0,0.0,0,6.0520000000000005,46.323,0.0,0.0,0.0,0.0
28,2014-04-14,7.0,0.8,1.0,0.0341435185185185,202.4370002746581,4.0,0.0,171.96099999999996,81.969,0.0,0.0,0.0,0,0.0,5.7079999999999975,0.0,0.0,0.0,0.0
29,2014-04-15,6.6,0.6,0.5,0.05,4.1340000629425,1.0,2.0,121.88600000000001,53.148,0.0,0.0,0.0,0,0.0,35.166,0.0,0.0,0.0,0.0
30,2014-04-16,7.25,1.25,1.0,0.137976645191724,705.4270007610322,2.0,4.0,284.66899999999987,317.6959999999999,0.0,0.0,0.0,0,12.13,90.522,0.0,0.0,0.0,0.0
31,2014-04-17,7.0,-0.6,1.0,0.14644478187042834,445.7089998722074,3.0,0.0,161.39599999999996,154.33100000000005,0.0,102.41,0.0,0,13.199000000000002,14.139000000000001,0.0,0.0,0.0,0.0
32,2014-04-18,6.8,0.0,1.0,0.009735044072393464,2129.209999084474,0.0,4.0,245.234,577.248,1118.1419999999996,0.0,0.0,0,0.0,187.469,0.0,0.0,0.0,0.0
33,2014-04-19,7.2,1.6,1.0,0.1840579710144928,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
34,2014-04-20,7.0,1.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
35,2014-04-21,7.25,1.0,1.0,0.009197324414715692,739.2569997310637,0.0,0.0,363.69300000000004,481.286,62.525,0.0,0.0,0,14.093,33.32,0.0,0.0,0.0,0.0
36,2014-04-22,6.6,0.8,0.8,0.05494394283401094,908.7909989356987,0.0,1.0,168.05999999999997,741.198,204.428,0.0,0.0,0,0.0,100.71,0.0,0.0,0.0,0.0
37,2014-04-23,7.25,0.75,1.0,0.08201415701415696,1298.7449998855593,4.0,1.0,316.14,827.5889999999998,0.0,139.92999999999998,0.0,0,9.035,18.024,0.0,0.0,0.0,4.01
