predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,gsm,amusement,system
2014-03-27,AS14.20,2014-03-23-2014-03-26,7.0,1,0,6.8,0.06250000000000003,0.275,0.045310137944066506,0.01878060474439905,0.005056006944444445,0.0031792071759259256,0.07142857142857142,0.0047368894675925925,0.0039940538194444455
2014-03-28,AS14.20,2014-03-24-2014-03-27,6.25,0,1,6.65,-0.07499999999999998,0.2625,0.04875766880826405,0.020436710069576917,0.0034861082175925923,0.0039045428240740737,0.03571428571428571,0.006533295717592593,0.0045215364583333344
2014-03-29,AS14.20,2014-03-25-2014-03-28,7.4,0,1,6.5125,0.1,0.1625,0.04637671642731167,0.014845286459420574,0.00165408275462963,0.0032440046296296292,0.0,0.004771741898148148,0.005368871527777779
2014-03-30,AS14.20,2014-03-26-2014-03-29,7.5,0,1,6.862500000000001,0.5375,0.5375,0.0611777097750283,0.00935600115745156,0.0010136429398148147,0.0017304427083333334,0.14285714285714285,0.0044406163194444445,0.002941487268518519
2014-03-31,AS14.20,2014-03-27-2014-03-30,7.0,1,0,7.0375,0.6875,0.6875,0.14978925392972722,0.009605879631169418,0.002065,0.0016728530092592596,0.21428571428571427,0.0033680439814814814,0.0022625347222222226
2014-04-01,AS14.20,2014-03-28-2014-03-31,6.25,1,0,7.0375,0.825,0.7,0.1386642539297272,0.006009215856039967,0.0017920109953703705,0.0009475173611111113,0.3571428571428571,0.0014320109953703706,0.0016007581018518521
2014-04-02,AS14.20,2014-03-29-2014-04-01,6.5,1,0,7.0375,0.7,0.7,0.13271187297734627,0.0047623408565090775,0.0014061631944444445,0.0009475173611111113,0.49999999999999994,0.0041902430555555556,0.000528978587962963
2014-04-03,AS14.20,2014-03-30-2014-04-02,6.666666666666668,1,0,6.8125,0.45,0.5125,0.11495949074074074,0.00914857928468674,0.003415821759259259,0.0032313628472222223,0.3571428571428571,0.003188735532407407,0.0016531105324074076
2014-04-10,AS14.20,2014-04-06-2014-04-09,7.0,1,0,7.2,0.4875,0.8875,0.04049178539349622,0.018371333910359278,0.0057839091435185185,0.0058558651620370375,0.3928571428571428,0.005268802083333333,0.0017739004629629632
2014-04-11,AS14.20,2014-04-07-2014-04-10,7.5,0,1,7.2,0.4625,0.8125,0.03089410512615163,0.010527401619625315,0.005231600115740739,0.005546614583333334,0.2857142857142857,0.004376767939814815,0.0013565190972222225
2014-04-12,AS14.20,2014-04-08-2014-04-11,6.8,0,1,7.375,0.4375,0.75,0.037414326277054585,0.01017723668849579,0.002886209490740741,0.00388353587962963,0.3214285714285714,0.002617349537037037,0.001302893518518519
2014-04-13,AS14.20,2014-04-09-2014-04-12,6.8,0,1,7.2625,0.3125,0.7125,0.04806771521109486,0.019870928818428966,0.009854134837962962,0.004176325231481482,0.5,0.0022488859953703703,0.0020564293981481484
2014-04-14,AS14.20,2014-04-10-2014-04-13,6.8,1,0,7.025,0.25,0.6125,0.03072739286221086,0.015450561341864101,0.009092473958333331,0.0012607783564814816,0.35714285714285715,0.003177196180555555,0.0013925636574074075
2014-04-15,AS14.20,2014-04-11-2014-04-14,6.8,1,0,6.9750000000000005,0.125,0.5375000000000001,0.026518287923939253,0.011939545717366324,0.007177256944444443,0.0003044328703703704,0.3928571428571428,0.0028184346064814812,0.0011414901620370372
2014-04-16,AS14.20,2014-04-12-2014-04-15,7.2,1,0,6.8,0.0,0.5,0.039481250886902235,0.013474693286612086,0.008187201967592591,0.000696623263888889,0.3214285714285714,0.0028882754629629627,0.0012827864583333333
2014-04-17,AS14.20,2014-04-13-2014-04-16,6.4,1,0,6.8999999999999995,0.1,0.5,0.02914351851851853,0.0020718952544309475,0.0012192766203703706,0.0003921903935185186,0.10714285714285714,0.0017182060185185184,0.00033763020833333323
2014-04-18,AS14.20,2014-04-14-2014-04-17,6.75,0,1,6.800000000000001,0.0,0.44999999999999996,0.03278852117667908,0.0069893721063379885,0.002597109375,0.0013175868055555556,0.14285714285714285,0.0016972974537037037,0.0011889612268518512
2014-04-19,AS14.20,2014-04-15-2014-04-18,7.5,0,1,6.7875,0.0,0.525,0.03314603146474492,0.007260052082301289,0.002597109375,0.001359927662037037,0.07142857142857142,0.0016972974537037037,0.0014170659722222217
2014-04-20,AS14.20,2014-04-16-2014-04-19,7.6,0,1,6.9625,0.0,0.625,0.015477608731667028,0.013478862849512585,0.008161128472222222,0.0010701070601851852,0.07142857142857142,0.0021958883101851853,0.00132872974537037
2014-04-21,AS14.20,2014-04-17-2014-04-20,7.4,1,0,7.0625,-0.2,0.625,0.05775770132425963,0.015641273150427473,0.008978883101851852,0.001108744212962963,0.07142857142857142,0.0021958883101851853,0.0022210792824074073
