predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,travel,weather,gsm,amusement,system
2014-04-10,AS14.27,2014-04-06-2014-04-09,7.4,1,0,7.3,-0.04999999999999999,0.65,0.08715277777777777,0.04742185184732081,0.02536676215277778,0.009662800925925925,0.0015697829861111112,7.370949074074074e-05,0.06944444444444445,0.0017649797453703705,0.010174910300925929
2014-04-11,AS14.27,2014-04-07-2014-04-10,5.8,0,1,7.4,0.15000000000000002,0.7000000000000001,0.09817708333333333,0.04699859085251337,0.02494594907407408,0.008985144675925927,0.0015822569444444445,0.0,0.05555555555555555,0.0020062094907407407,0.010550868055555555
2014-04-12,AS14.27,2014-04-08-2014-04-11,7.0,0,1,6.95,1.3877787807814457e-17,0.35,0.09852430555555557,0.042589343174326194,0.019280668402777777,0.010517907986111111,0.0014133912037037038,0.0,0.06944444444444445,0.0019877806712962965,0.010529803240740739
2014-04-13,AS14.27,2014-04-09-2014-04-12,8.75,0,1,6.8,0.21250000000000002,0.275,0.10001197318007662,0.044695865168339684,0.020499568865740746,0.011964143518518518,0.0008906018518518518,0.0,0.125,0.0016781857638888888,0.014768842592592587
2014-04-14,AS14.27,2014-04-10-2014-04-13,7.6,1,0,7.2375,0.2375,0.45,0.10626795977011494,0.03657217303773872,0.014490671296296302,0.01150259548611111,0.00034832465277777786,0.0,0.16666666666666666,0.001486087962962963,0.014370882523148144
2014-04-15,AS14.27,2014-04-11-2014-04-14,7.2,1,0,7.2875,0.08749999999999997,0.55,0.09524365421455938,0.028637815395853042,0.01034651041666667,0.009387942708333335,0.0,8.491608796296296e-05,0.1111111111111111,0.0010525752314814816,0.012560005787037032
2014-04-16,AS14.27,2014-04-12-2014-04-15,7.8,1,0,7.6375,-0.1625,0.85,0.09636997423292486,0.033382213540651184,0.014382835648148153,0.009107355324074076,0.0008513165509259258,8.491608796296296e-05,0.09722222222222221,0.0011302546296296297,0.012741148726851849
2014-04-17,AS14.27,2014-04-13-2014-04-16,7.6,1,0,7.8375,-0.575,0.975,0.1066324233217558,0.04195688946724489,0.017355049189814818,0.007931244212962964,0.006793888888888889,8.491608796296296e-05,0.041666666666666664,0.001026550925925926,0.008049487847222222
2014-04-24,AS14.27,2014-04-20-2014-04-23,7.6,1,0,7.45,-0.35,0.6000000000000001,0.10685241813667617,0.047505804403098637,0.01976696180555556,0.01021275173611111,0.004014230324074074,0.0002805931712962963,0.23611111111111113,0.002918356481481481,0.10137790219907407
2014-04-25,AS14.27,2014-04-21-2014-04-24,7.6,0,1,7.550000000000001,-0.1,0.6,0.0834375313486276,0.043690870947859894,0.017613480902777777,0.008819129050925923,0.004952517361111111,0.0002805931712962963,0.2777777777777778,0.002658940972222222,0.009448203125000002
2014-04-26,AS14.27,2014-04-22-2014-04-25,9.333333333333334,0,1,7.75,0.19999999999999998,0.7000000000000001,0.09889913265581712,0.0440244878442199,0.01735841435185185,0.008064441550925925,0.004368897569444445,8.900752314814816e-05,0.3055555555555556,0.002833935185185185,0.01029894965277778
2014-04-27,AS14.27,2014-04-23-2014-04-26,8.0,0,1,8.133333333333333,0.6166666666666666,0.9166666666666667,0.16510040483135402,0.04507563657092827,0.017794299768518516,0.00728730324074074,0.0031487384259259255,0.00026369212962962967,0.4027777777777778,0.0016038859953703703,0.013691461226851855
2014-04-28,AS14.27,2014-04-24-2014-04-27,7.8,1,0,8.133333333333333,0.7166666666666666,0.9166666666666667,0.17855311373860838,0.05777818576329284,0.024958370949074077,0.011932549189814814,0.0031475202546296295,0.00026369212962962967,0.45833333333333337,0.0009477604166666665,0.015778350694444446
2014-04-29,AS14.27,2014-04-25-2014-04-28,7.2,1,0,8.183333333333334,0.6166666666666667,0.9666666666666666,0.18964161163776805,0.06063618344703207,0.023515083912037042,0.015199797453703706,0.004413087384259258,0.00026369212962962967,0.4305555555555556,0.0009402604166666667,0.014303706597222224
2014-04-30,AS14.27,2014-04-26-2014-04-29,6.6,1,0,8.083333333333334,0.016666666666666663,0.9166666666666666,0.1765237603305785,0.06096160590510678,0.021750075231481484,0.018569835069444447,0.004413087384259258,0.0001746846064814815,0.4166666666666667,0.0009749131944444447,0.014035309606481482
2014-05-01,AS14.27,2014-04-27-2014-04-30,7.6,1,0,7.4,0.15000000000000002,0.6,0.1083005802539501,0.06722028067611435,0.02598399594907408,0.02418214988425926,0.0024344791666666655,0.0,0.18055555555555555,0.002157699652777778,0.01174849826388889
2014-05-02,AS14.27,2014-04-28-2014-05-01,7.2,0,1,7.300000000000001,0.15,0.6000000000000001,0.10510057471264363,0.05999763310576481,0.021730211226851856,0.019341232638888886,0.003111562499999999,0.0,0.125,0.003621328125,0.01097027488425926
2014-05-03,AS14.27,2014-04-29-2014-05-02,6.4,0,1,7.1499999999999995,-0.15,0.55,0.10206238026819921,0.055913046879210976,0.023405575810185188,0.015762581018518514,0.0009077083333333334,0.0,0.08333333333333334,0.004023379629629629,0.010963761574074072
2014-05-04,AS14.27,2014-04-30-2014-05-03,7.4,0,1,6.949999999999999,0.45,0.45000000000000007,0.1028436302681992,0.05935473379368585,0.03054434027777778,0.012106805555555551,0.0015268518518518517,0.0,0.06944444444444445,0.0035110908564814814,0.010944704861111109
2014-05-05,AS14.27,2014-05-01-2014-05-04,7.666666666666668,1,0,7.15,0.09999999999999999,0.5,0.10225042962587332,0.055651501730360375,0.02950684027777778,0.01153283275462963,0.0015268518518518517,0.0,0.05555555555555555,0.0024795370370370375,0.014301831597222215
