predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,travel,gsm,amusement,system
2014-03-23,AS14.02,2014-03-19-2014-03-22,6.25,0,1,7.0125,-0.4625,0.35,0.3225820821984998,0.09053386575093975,0.02737865162037038,0.002824366319444444,0.005179623842592591,0.5,0.004244311342592594,0.02168143518518519
2014-03-24,AS14.02,2014-03-20-2014-03-23,6.4,1,0,6.875,-0.8125,0.25,0.3110984322442221,0.07996028357633837,0.025187997685185193,0.003183680555555555,0.007193582175925925,0.53,0.004799748263888889,0.019771562500000006
2014-03-25,AS14.02,2014-03-21-2014-03-24,7.75,1,0,6.6625,-0.6375,0.012499999999999997,0.2903733578170103,0.07534892651079979,0.027670086805555563,0.0034765133101851845,0.007193582175925925,0.47,0.005910376157407408,0.01773313368055556
2014-03-26,AS14.02,2014-03-22-2014-03-25,7.2,1,0,6.725,-0.7625,0.012500000000000011,0.2755947903060968,0.056487633110610426,0.02746842303240741,0.00278330150462963,0.005913790509259258,0.43,0.00591033275462963,0.019401617476851853
2014-03-27,AS14.02,2014-03-23-2014-03-26,7.25,1,0,6.8999999999999995,-0.8125,0.23750000000000002,0.23757223419933202,0.052089681715738995,0.029440625,0.006120558449074075,0.003655060763888889,0.22,0.006211935763888888,0.018841657986111114
2014-03-28,AS14.02,2014-03-24-2014-03-27,6.8,0,1,7.15,-0.5625,0.36250000000000004,0.22736019717148667,0.05561530092317197,0.0327888425925926,0.005858324652777779,0.0,0.16,0.006509050925925925,0.023007690972222224
2014-03-29,AS14.02,2014-03-25-2014-03-28,7.25,0,1,7.25,-0.7625000000000001,0.5625,0.2537286135656466,0.059096006940774354,0.027675839120370374,0.013047022569444448,0.0,0.21000000000000002,0.007017230902777778,0.022948718171296293
2014-03-30,AS14.02,2014-03-26-2014-03-29,7.0,0,1,7.125,-0.6375,0.4375,0.3042175386166319,0.05841850404041234,0.02580297453703704,0.01413326967592593,0.0014515162037037038,0.18,0.008763987268518519,0.06522114004629628
2014-04-06,AS14.02,2014-04-02-2014-04-05,4.5,0,1,6.487500000000001,-0.5125,0.15,0.29770412019977693,0.08801916668122564,0.03372959780092592,0.0024312876157407412,0.0020438802083333337,0.15,0.009185338541666664,0.018264713541666665
2014-04-07,AS14.02,2014-04-03-2014-04-06,6.8,1,0,6.0125,-0.6125,-0.11249999999999999,0.27172635979008164,0.07866193287557474,0.028758240740740737,0.002644369212962964,0.0020438802083333337,0.19,0.008020772569444444,0.014249016203703703
2014-04-08,AS14.02,2014-04-04-2014-04-07,6.25,1,0,6.275,-0.55,0.037500000000000006,0.22523083341160943,0.07736629340038807,0.02923783564814815,0.008100859375,0.001122890625,0.19,0.008568020833333332,0.014867213541666662
2014-04-09,AS14.02,2014-04-05-2014-04-08,7.25,1,0,6.2375,-0.3125,0.11249999999999999,0.23390100366476035,0.07859830149828836,0.027664973958333335,0.009532957175925925,0.001122890625,0.25,0.006784895833333334,0.015049762731481474
2014-04-10,AS14.02,2014-04-06-2014-04-09,7.25,1,0,6.2,-0.4375,0.024999999999999994,0.21522353505585157,0.05744523436589926,0.027508394097222225,0.009636284722222221,0.0,0.28,0.006300960648148149,0.013516009837962958
2014-04-11,AS14.02,2014-04-07-2014-04-10,6.5,0,1,6.8875,-0.125,0.525,0.22660880597646174,0.06958143517650942,0.031854212962962966,0.010143417245370368,0.001519424189814815,0.24,0.006521863425925926,0.01562570891203703
2014-04-12,AS14.02,2014-04-08-2014-04-11,6.0,0,1,6.8125,-0.25,0.5,0.29859822920454604,0.06797120080984853,0.02775298032407407,0.0052575983796296286,0.0033450289351851857,0.30000000000000004,0.006414247685185184,0.015814493634259255
2014-04-13,AS14.02,2014-04-09-2014-04-12,7.2,0,1,6.75,-0.6875,0.125,0.3276859031271658,0.06675495949539322,0.025585480324074067,0.003871426504629629,0.004393017939814815,0.26,0.005854409722222221,0.017692028356481475
2014-04-14,AS14.02,2014-04-10-2014-04-13,8.0,1,0,6.7375,-0.7125,0.1625,0.3383384706866432,0.05638877025081052,0.021533611111111108,0.0033759114583333328,0.004854956597222223,0.14,0.005114490740740741,0.015041249999999996
2014-04-15,AS14.02,2014-04-11-2014-04-14,7.25,1,0,6.925,-0.5875,0.225,0.3199193322688519,0.041715170720385185,0.01891856481481481,0.0019002459490740737,0.0033355324074074077,0.27,0.0033796759259259257,0.013851906828703698
2014-04-16,AS14.02,2014-04-12-2014-04-15,6.666666666666668,1,0,7.1125,-0.5875,0.225,0.25720619623641455,0.02693292824137542,0.013427025462962964,0.0010488020833333332,0.0015099276620370373,0.34,0.0014089988425925926,0.009656519097222219
2014-04-17,AS14.02,2014-04-13-2014-04-16,6.5,1,0,7.279166666666667,-0.17083333333333334,0.5583333333333333,0.2509498512274922,0.016662282982358226,0.009038232060185183,0.0005939641203703702,0.0004619386574074076,0.44000000000000006,0.0014089988425925926,0.004712881944444442
