predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,gsm,amusement,system
2014-03-31,AS14.12,2014-03-27-2014-03-30,6.4,1,0,6.575,0.075,0.75,0.10913924314872972,0.0856061284740766,0.016145821759259257,0.0,0.0,0.029063917824074074,0.00029258680555555554,0.38636363636363635,0.016040743634259263,0.03757380787037039
2014-04-01,AS14.12,2014-03-28-2014-03-31,6.4,1,0,6.425000000000001,0.30000000000000004,0.6,0.09020323152518134,0.07918227430639997,0.015286614583333332,3.194444444444444e-05,4.9736689814814807e-05,0.019069927662037033,0.002527537615740741,0.3636363636363636,0.01666370081018519,0.03819089988425928
2014-04-02,AS14.12,2014-03-29-2014-04-01,6.0,1,0,6.3375,0.4,0.6,0.0973540959061825,0.07459486689625515,0.016410046296296305,0.000192181712962963,4.9736689814814807e-05,0.018155760995370376,0.002724525462962963,0.20454545454545456,0.0076750318287037034,0.027962693865740743
2014-04-03,AS14.12,2014-03-30-2014-04-02,5.4,1,0,6.15,0.05000000000000002,0.4333333333333333,0.10260038542038807,0.08402442129742765,0.019308770254629636,0.0005639930555555556,0.001199916087962963,0.02226562210648149,0.0025063310185185184,0.15909090909090912,0.006974904513888888,0.01143138020833333
2014-04-04,AS14.12,2014-03-31-2014-04-03,6.5,0,1,6.050000000000001,0.2,0.3708333333333333,0.12943503555862113,0.10421622106943415,0.025009195601851855,0.0009506250000000001,0.003653697916666666,0.031810407986111115,0.003587887731481482,0.20454545454545453,0.009061458333333331,0.015961235532407414
2014-04-05,AS14.12,2014-04-01-2014-04-04,6.2,0,1,6.075,0.2875,0.4375,0.14599338566382528,0.11451910590339036,0.026777850115740742,0.0009186805555555556,0.005123454861111111,0.035838842592592596,0.0062404282407407426,0.4318181818181818,0.008878544560185183,0.016785303819444455
2014-04-06,AS14.12,2014-04-02-2014-04-05,6.25,0,1,6.0249999999999995,0.1875,0.35,0.14836992531087295,0.10287011574608858,0.018917928240740737,0.0008730584490740741,0.005123454861111111,0.03246448206018518,0.006662896412037039,0.4772727272727273,0.010906400462962961,0.01759199363425927
2014-04-07,AS14.12,2014-04-03-2014-04-06,6.4,1,0,6.0875,0.35,0.45416666666666666,0.13340764830803503,0.07278499132436182,0.01268561921296296,0.0005012471064814814,0.003973275462962962,0.028050324074074075,0.007590656828703706,0.4090909090909091,0.010551163194444442,0.01679904803240742
2014-04-08,AS14.12,2014-04-04-2014-04-07,6.25,1,0,6.3375,0.3,0.7041666666666666,0.12548611068688642,0.061022881944836294,0.006590911458333333,0.00025749421296296295,0.0015340653935185182,0.02373848668981482,0.0072283854166666685,0.34090909090909094,0.009658579282407407,0.01464402777777778
2014-04-09,AS14.12,2014-04-05-2014-04-08,5.25,1,0,6.275,0.1125,0.6,0.12020488096335859,0.06272785012092855,0.007012311921296297,0.0008249739583333332,0.00030068865740740745,0.02672965277777778,0.002680431134259259,0.13636363636363638,0.012822068865740738,0.019945269097222225
2014-04-10,AS14.12,2014-04-06-2014-04-09,6.4,1,0,6.0375,0.1125,0.375,0.12400948486681844,0.08060536168791628,0.011515795717592592,0.0008206539351851851,0.0008213686342592593,0.0321796556712963,0.002251568287037037,0.04545454545454546,0.015893776041666665,0.10363749710648143
2014-04-11,AS14.12,2014-04-07-2014-04-10,6.6,0,1,6.074999999999999,0.1,0.3375,0.135661900856362,0.09497019096864041,0.012619875578703702,0.0008206539351851851,0.0008213686342592593,0.043460529513888894,0.0012494155092592594,0.04545454545454546,0.015335457175925925,0.1081135098379629
2014-04-20,AS14.12,2014-04-16-2014-04-19,6.4,0,1,6.55,-0.19999999999999998,0.75,0.1440763043584495,0.08091432871228013,0.016437612847222224,0.00017081018518518525,0.000361953125,0.032855784143518516,0.002778874421296296,0.2954545454545454,0.008838854166666667,0.10919165219907401
2014-04-21,AS14.12,2014-04-17-2014-04-20,6.0,1,0,6.4,-0.09999999999999998,0.75,0.1496183125811787,0.10417616319394224,0.012282881944444445,0.00017081018518518525,0.0006005815972222222,0.04087264756944445,0.0036511342592592594,0.18181818181818182,0.011396116898148151,0.11214888020833325
2014-04-22,AS14.12,2014-04-18-2014-04-21,6.5,1,0,6.199999999999999,-0.012499999999999983,0.7375,0.134410630754089,0.0939753530084811,0.010190668402777778,2.6805555555555554e-05,0.00023862847222222216,0.03498752893518519,0.0031337384259259257,0.1590909090909091,0.010638466435185186,0.1125317939814814
