indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
1,2014-03-24,AS14.30,2014-03-21-2014-03-23,7.733333333333333,-0.6000000000000001,1.0666666666666667,0.18476958350597927,7.8,1.0
2,2014-03-25,AS14.30,2014-03-22-2014-03-24,7.733333333333333,-0.5333333333333333,1.0,0.1620410056408059,8.0,2.0
3,2014-03-26,AS14.30,2014-03-23-2014-03-25,7.866666666666667,-0.3333333333333333,1.0,0.13315970987582346,6.8,3.0
4,2014-03-27,AS14.30,2014-03-24-2014-03-26,7.533333333333334,-0.06666666666666667,0.8666666666666667,0.159713926915137,7.75,4.0
5,2014-03-28,AS14.30,2014-03-25-2014-03-27,7.516666666666667,-0.25,0.8666666666666667,0.16506711334437021,7.8,5.0
6,2014-03-29,AS14.30,2014-03-26-2014-03-28,7.45,-0.18333333333333335,0.8666666666666667,0.2031539087851957,8.4,6.0
16,2014-04-08,AS14.30,2014-04-05-2014-04-07,7.866666666666667,-0.6666666666666666,1.0,0.09351321973992192,7.8,16.0
17,2014-04-09,AS14.30,2014-04-06-2014-04-08,7.8,-0.6,1.0,0.12400428947695254,7.75,17.0
18,2014-04-10,AS14.30,2014-04-07-2014-04-09,7.716666666666666,-0.3666666666666667,1.0,0.14730345401017886,8.2,18.0
19,2014-04-11,AS14.30,2014-04-08-2014-04-10,7.916666666666667,-0.7000000000000001,1.0,0.15117048316005977,7.666666666666668,19.0
20,2014-04-12,AS14.30,2014-04-09-2014-04-11,7.872222222222223,-0.7222222222222222,0.8888888888888888,0.14708290591324027,7.8,20.0
21,2014-04-13,AS14.30,2014-04-10-2014-04-12,7.888888888888889,-0.8888888888888888,0.9555555555555554,0.11388240038172985,7.2,21.0
22,2014-04-14,AS14.30,2014-04-11-2014-04-13,7.555555555555556,-1.0888888888888888,0.9555555555555556,0.09565893414424614,7.75,22.0
23,2014-04-15,AS14.30,2014-04-12-2014-04-14,7.583333333333333,-0.9500000000000001,1.0666666666666667,0.10367911047875468,7.6,23.0
24,2014-04-16,AS14.30,2014-04-13-2014-04-15,7.516666666666666,-1.0833333333333333,1.0,0.1240101677652204,8.4,24.0
25,2014-04-17,AS14.30,2014-04-14-2014-04-16,7.916666666666667,-0.6833333333333332,1.1333333333333333,0.16166713381724426,7.6,25.0
26,2014-04-18,AS14.30,2014-04-15-2014-04-17,7.866666666666667,-0.8666666666666666,1.1333333333333333,0.15847807718734738,7.4,26.0
27,2014-04-19,AS14.30,2014-04-16-2014-04-18,7.8,-0.8000000000000002,1.1333333333333333,0.1314424612206477,7.8,27.0
28,2014-04-20,AS14.30,2014-04-17-2014-04-19,7.6000000000000005,-1.0666666666666667,1.0,0.10077570031523286,7.75,28.0
29,2014-04-21,AS14.30,2014-04-18-2014-04-20,7.6499999999999995,-1.2166666666666666,1.0,0.08340428511561886,7.8,29.0
30,2014-04-22,AS14.30,2014-04-19-2014-04-21,7.783333333333334,-1.3500000000000003,1.0,0.10670880792536673,8.0,30.0
31,2014-04-23,AS14.30,2014-04-20-2014-04-22,7.8500000000000005,-1.2166666666666668,1.0666666666666667,0.12296906580961671,7.6,31.0
32,2014-04-24,AS14.30,2014-04-21-2014-04-23,7.8,-1.2666666666666668,1.0666666666666667,0.11779792975793081,8.2,32.0
33,2014-04-25,AS14.30,2014-04-22-2014-04-24,7.933333333333333,-1.1333333333333335,1.1333333333333335,0.12548579402285898,7.5,33.0
34,2014-04-26,AS14.30,2014-04-23-2014-04-25,7.766666666666666,-1.2,1.0666666666666667,0.12298733985537609,7.8,34.0
35,2014-04-27,AS14.30,2014-04-24-2014-04-26,7.833333333333333,-1.1333333333333335,1.0666666666666667,0.20681342840368688,7.8,35.0
36,2014-04-28,AS14.30,2014-04-25-2014-04-27,7.7,-1.0666666666666667,1.0,0.20410794720094735,8.0,36.0
37,2014-04-29,AS14.30,2014-04-26-2014-04-28,7.866666666666667,-1.0666666666666667,1.0,0.22495364707806212,8.0,37.0
38,2014-04-30,AS14.30,2014-04-27-2014-04-29,7.933333333333334,-1.0,1.0,0.16691789903031215,7.8,38.0
39,2014-05-01,AS14.30,2014-04-28-2014-04-30,7.933333333333334,-1.0666666666666667,1.0,0.1785853436326376,8.2,39.0
40,2014-05-02,AS14.30,2014-04-29-2014-05-01,8.0,-1.0666666666666667,1.0,0.1650599839616359,8.0,40.0
41,2014-05-03,AS14.30,2014-04-30-2014-05-02,8.0,-1.0666666666666667,1.0,0.15335337311628827,7.8,41.0
42,2014-05-04,AS14.30,2014-05-01-2014-05-03,8.0,-1.0666666666666667,1.0,0.16031664319345684,7.8,42.0
