indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
0,2014-03-30,AS14.12,2014-03-27-2014-03-29,6.833333333333333,0.16666666666666666,0.9166666666666666,0.12885143443552707,5.8,0.0
1,2014-03-31,AS14.12,2014-03-28-2014-03-30,6.433333333333334,0.26666666666666666,0.6666666666666666,0.09608881201142454,6.4,1.0
2,2014-04-01,AS14.12,2014-03-29-2014-03-31,6.316666666666667,0.4000000000000001,0.5499999999999999,0.08287474292757255,6.4,2.0
3,2014-04-02,AS14.12,2014-03-30-2014-04-01,6.2,0.20000000000000004,0.4666666666666666,0.08778043806560058,6.0,3.0
4,2014-04-03,AS14.12,2014-03-31-2014-04-02,6.266666666666667,0.13333333333333333,0.4944444444444444,0.12013295746440489,5.4,4.0
13,2014-04-12,AS14.12,2014-04-09-2014-04-11,6.083333333333333,-0.09999999999999999,0.3666666666666667,0.12361606531415219,6.8,13.0
14,2014-04-13,AS14.12,2014-04-10-2014-04-12,6.6000000000000005,-0.09999999999999999,0.8000000000000002,0.09645449373087604,5.6,14.0
15,2014-04-14,AS14.12,2014-04-11-2014-04-13,6.333333333333333,0.033333333333333326,0.6,0.08364200757509403,6.6,15.0
16,2014-04-15,AS14.12,2014-04-12-2014-04-14,6.333333333333333,0.06666666666666665,0.5333333333333333,0.0889465083448155,6.8,16.0
17,2014-04-16,AS14.12,2014-04-13-2014-04-15,6.333333333333333,0.13333333333333333,0.6,0.10095266929172246,7.0,17.0
18,2014-04-17,AS14.12,2014-04-14-2014-04-16,6.8,-0.06666666666666667,0.9333333333333332,0.13519130517163236,6.8,18.0
19,2014-04-18,AS14.12,2014-04-15-2014-04-17,6.866666666666667,-0.13333333333333333,0.9333333333333332,0.14973712191321686,6.6,19.0
20,2014-04-19,AS14.12,2014-04-16-2014-04-18,6.8,-0.39999999999999997,0.8666666666666667,0.1363799972511642,5.8,20.0
21,2014-04-20,AS14.12,2014-04-17-2014-04-19,6.3999999999999995,-0.26666666666666666,0.6666666666666666,0.12606866160994704,6.4,21.0
22,2014-04-21,AS14.12,2014-04-18-2014-04-20,6.266666666666666,0.0666666666666667,0.7333333333333334,0.15580387144131866,6.0,22.0
23,2014-04-22,AS14.12,2014-04-19-2014-04-21,6.066666666666666,0.18333333333333335,0.7166666666666667,0.15255446662252634,6.5,23.0
24,2014-04-23,AS14.12,2014-04-20-2014-04-22,6.3,0.13333333333333333,0.9166666666666666,0.15170841302015836,5.8,24.0
25,2014-04-24,AS14.12,2014-04-21-2014-04-23,6.1000000000000005,0.0,0.85,0.1164506203001137,6.6,25.0
26,2014-04-25,AS14.12,2014-04-22-2014-04-24,6.3,-0.11666666666666665,0.7999999999999999,0.12144791744856492,5.6,26.0
27,2014-04-26,AS14.12,2014-04-23-2014-04-25,6.0,-0.13333333333333333,0.5333333333333333,0.11146512982058787,7.0,27.0
28,2014-04-27,AS14.12,2014-04-24-2014-04-26,6.3999999999999995,-0.04999999999999999,0.6,0.18415953595938392,6.0,28.0
29,2014-04-28,AS14.12,2014-04-25-2014-04-27,6.2,0.15,0.65,0.22024509960175273,6.6,29.0
30,2014-04-29,AS14.12,2014-04-26-2014-04-28,6.533333333333334,-0.11666666666666665,0.9166666666666666,0.2038180947493989,6.0,30.0
31,2014-04-30,AS14.12,2014-04-27-2014-04-29,6.2,-0.3333333333333333,0.9166666666666666,0.11935827192959401,6.25,31.0
32,2014-05-01,AS14.12,2014-04-28-2014-04-30,6.283333333333334,-0.4166666666666667,0.8888888888888888,0.0955295057513093,6.2,32.0
33,2014-05-02,AS14.12,2014-04-29-2014-05-01,6.1499999999999995,-0.2833333333333334,0.7222222222222222,0.09892028948518077,5.5,33.0
34,2014-05-03,AS14.12,2014-04-30-2014-05-02,5.983333333333333,-0.15,0.5555555555555555,0.11618759147137254,5.6,34.0
35,2014-05-04,AS14.12,2014-05-01-2014-05-03,5.766666666666666,-0.20000000000000004,0.39999999999999997,0.10390322646097365,4.8,35.0
36,2014-05-05,AS14.12,2014-05-02-2014-05-04,5.3,-0.4000000000000001,0.16666666666666666,0.1102461211495419,6.0,36.0
