indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
1,2014-03-26,AS14.09,2014-03-23-2014-03-25,6.733333333333333,0.5499999999999999,0.18333333333333335,0.04606481481481481,7.75,1.0
2,2014-03-27,AS14.09,2014-03-24-2014-03-26,7.066666666666666,0.4666666666666666,0.35000000000000003,0.06372556243245897,7.8,2.0
3,2014-03-28,AS14.09,2014-03-25-2014-03-27,7.25,0.16666666666666666,0.45,0.046364451321347866,8.25,3.0
4,2014-03-29,AS14.09,2014-03-26-2014-03-28,7.933333333333334,-0.05000000000000001,0.85,0.06439244955767942,8.0,4.0
12,2014-04-06,AS14.09,2014-04-03-2014-04-05,7.45,-0.25,0.7000000000000001,0.12418981481481478,6.8,12.0
13,2014-04-07,AS14.09,2014-04-04-2014-04-06,7.183333333333334,-0.3833333333333333,0.7666666666666666,0.1101851851851852,6.2,13.0
14,2014-04-08,AS14.09,2014-04-05-2014-04-07,6.833333333333333,-0.3,0.5166666666666667,0.11087962962962966,7.2,14.0
15,2014-04-09,AS14.09,2014-04-06-2014-04-08,6.733333333333333,-0.3,0.4666666666666666,0.10115740740740742,6.5,15.0
16,2014-04-10,AS14.09,2014-04-07-2014-04-09,6.633333333333333,-0.08333333333333333,0.2833333333333333,0.0662367724867725,6.0,16.0
17,2014-04-11,AS14.09,2014-04-08-2014-04-10,6.566666666666666,0.3333333333333333,0.2833333333333333,0.05031415343915344,6.8,17.0
18,2014-04-12,AS14.09,2014-04-09-2014-04-11,6.433333333333334,0.3333333333333333,0.2833333333333333,0.05958994708994709,7.0,18.0
19,2014-04-13,AS14.09,2014-04-10-2014-04-12,6.6000000000000005,0.25,0.4666666666666666,0.07136243386243386,6.0,19.0
20,2014-04-14,AS14.09,2014-04-11-2014-04-13,6.6000000000000005,-0.26666666666666666,0.4666666666666666,0.11865079365079363,5.8,20.0
21,2014-04-15,AS14.09,2014-04-12-2014-04-14,6.266666666666667,-0.3333333333333333,0.20000000000000004,0.10833333333333328,6.0,21.0
22,2014-04-16,AS14.09,2014-04-13-2014-04-15,5.933333333333334,-0.3333333333333333,-0.06666666666666667,0.11469907407407402,5.5,22.0
23,2014-04-17,AS14.09,2014-04-14-2014-04-16,5.766666666666667,-0.2333333333333333,-0.15,0.062486471861471826,7.0,23.0
24,2014-04-18,AS14.09,2014-04-15-2014-04-17,6.166666666666667,-0.16666666666666666,0.16666666666666666,0.07152754044201413,6.6,24.0
25,2014-04-19,AS14.09,2014-04-16-2014-04-18,6.366666666666667,-0.5666666666666667,0.3666666666666667,0.08025974889013167,8.0,25.0
26,2014-04-20,AS14.09,2014-04-17-2014-04-19,7.2,-0.31666666666666665,0.7833333333333333,0.1127813939117767,6.25,26.0
27,2014-04-21,AS14.09,2014-04-18-2014-04-20,6.95,-0.31666666666666665,0.6166666666666667,0.08981197937163847,6.5,27.0
28,2014-04-22,AS14.09,2014-04-19-2014-04-21,6.916666666666667,-0.25,0.5833333333333334,0.05666899651274651,6.6,28.0
29,2014-04-23,AS14.09,2014-04-20-2014-04-22,6.45,-0.39999999999999997,0.3833333333333333,0.04041719276094275,6.333333333333332,29.0
30,2014-04-24,AS14.09,2014-04-21-2014-04-23,6.477777777777777,-0.5111111111111111,0.41111111111111115,0.0396412037037037,7.2,30.0
31,2014-04-25,AS14.09,2014-04-22-2014-04-24,6.711111111111111,-0.1111111111111111,0.5777777777777778,0.04854903198653198,7.25,31.0
32,2014-04-26,AS14.09,2014-04-23-2014-04-25,6.927777777777777,0.038888888888888896,0.7777777777777777,0.06568918350168351,8.0,32.0
