,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2014-04-05,6.8,0.2,0.8,0.15646127217935726,12458.326999664305,0.0,0.0,91.818,11836.061999999998,549.4929999999998,0,0,0.0,237.982,82.54799999999999,0.0,0.0,0.0,0
2014-04-06,6.25,0.25,0.75,0.32032102320237915,8325.587998628615,0.0,0.0,1421.9579999999999,6148.126000000001,346.79900000000004,0,0,0.0,115.575,526.2630000000001,283.4020000000001,211.247,0.0,0
2014-04-07,7.4,-0.4,1.0,0.30800465676571875,10618.18199920655,1.0,1.0,254.955,12359.838000000005,206.15200000000002,0,0,0.0,1502.8670000000002,916.995,0.0,0.0,0.0,0
2014-04-08,8.2,0.8,1.4,0.12433551478229142,10384.884002208708,2.0,0.0,1052.325,7986.180999999998,985.211,0,0,0.0,129.537,158.30200000000005,0.0,0.0,24.576,0
2014-04-09,7.8,-0.2,1.2,0.19026514823987345,14230.147996902464,4.0,0.0,1151.7050000000004,11542.971,238.654,0,0,0.0,874.868,209.89400000000003,0.0,0.0,316.434,0
2014-04-10,7.6,0.6,1.0,0.3092114046758542,8855.479999065397,1.0,0.0,285.247,8405.129999999996,0.0,0,0,15.069,212.21,102.73,0.0,0.0,0.0,0
2014-04-11,6.8,0.6,1.2,0.4687077628254098,3541.3799991607666,1.0,0.0,864.0739999999997,2146.670999999999,0.0,0,0,0.0,230.84799999999998,375.111,0.0,0.0,0.0,0
2014-04-12,6.8,0.6,1.0,0.09549919484702096,7624.418000698083,4.0,6.0,393.12799999999993,5616.257,124.435,0,0,232.75700000000003,91.126,342.215,0.0,0.0,0.0,0
2014-04-13,6.6,0.2,0.8,0.1513406794183811,8206.342999458317,0.0,2.0,146.259,7647.544,0.0,0,0,0.0,256.995,156.51100000000002,0.0,0.0,0.0,0
2014-04-14,6.8,-0.6,1.0,0.26101854320329393,4942.535999536515,0.0,0.0,376.565,4689.805999999999,0.0,0,0,0.0,200.27000000000004,214.171,0.0,56.776,0.0,0
2014-04-15,6.0,-0.8,0.2,0.3699345550700973,8591.417001247402,2.0,1.0,2472.136000000001,6524.4370000000035,0.0,0,0,0.0,587.126,178.80900000000003,0.0,0.0,0.0,0
2014-04-16,6.0,-0.25,0.75,0.33828282828282824,6136.718998432159,2.0,0.0,568.4670000000002,5001.133999999999,0.0,0,0,91.275,332.408,278.166,0.0,0.0,0.0,0
2014-04-17,6.4,-1.2,1.0,0.04141105260380633,11643.332000970844,2.0,1.0,287.691,9404.266999999998,73.766,0,0,66.806,1440.8579999999995,320.403,0.0,0.0,0.0,0
2014-04-18,3.5,-1.0,-1.0,0.1181818181818182,1017.902000427246,0.0,0.0,50.071000000000005,692.7739999999999,0.0,0,0,0.0,41.76900000000001,66.562,0.0,0.0,0.0,0
2014-04-19,7.2,-0.6,1.0,0.2408505917967651,9011.547000885008,1.0,0.0,1480.781,6410.0859999999975,380.846,0,0,119.26000000000002,537.467,192.804,15.463,0.0,0.0,0
2014-04-20,6.6,-1.6,0.6,0.2621848739495798,2915.605000972748,0.0,0.0,17.698999999999995,5446.160000000002,11.45,0,0,15.035,107.948,175.827,0.0,0.0,0.0,0
2014-04-21,7.4,-1.4,1.0,0.15710176822377514,10264.740000009533,0.0,0.0,261.90900000000005,8703.749000000002,0.0,0,0,0.0,2403.464,139.59199999999998,43.746,0.0,0.0,0
2014-04-22,5.75,-1.25,0.75,0.2710352653846367,7339.745000839236,0.0,1.0,1539.3179999999998,5355.558000000001,0.0,0,0,0.0,272.85,495.32499999999993,0.0,0.0,0.0,0
2014-04-23,7.4,-0.8,1.0,0.4385733488177098,3922.7730002403264,3.0,2.0,521.9959999999999,2699.9259999999995,0.0,0,0,0.0,97.396,612.5380000000001,70.98899999999998,0.0,0.0,0
2014-04-24,7.666666666666668,1.0,1.0,0.4378101065601063,13762.461001634598,2.0,0.0,579.9189999999999,2797.652,0.0,0,0,0.0,303.988,493.54000000000013,0.0,0.0,0.0,0
2014-04-25,7.75,-0.25,1.25,0.4405688439574525,5650.6409993171665,0.0,0.0,908.4929999999997,2634.043,0.0,0,0,0.0,205.896,1675.8670000000002,0.0,298.57700000000006,0.0,0
2014-04-26,8.8,-1.8,1.6,0.16949476650563597,7379.346999406813,0.0,0.0,134.41899999999998,5632.783000000001,0.0,0,0,0.0,291.58099999999996,416.906,226.17499999999995,0.0,0.0,0
2014-04-27,8.0,-0.5,1.5,0.2649346728151076,13700.424999237055,0.0,0.0,771.5980000000001,10223.056999999999,0.0,0,0,16.433,1365.9129999999998,820.3340000000003,275.659,0.0,69.928,0
2014-04-28,8.166666666666666,-1.6666666666666667,1.0,0.2987684400223101,7873.467999935147,0.0,0.0,485.041,6129.391000000002,0.0,0,0,16.323,472.55300000000005,545.32,165.715,0.0,0.0,0
2014-04-29,8.5,-1.25,1.25,0.32500287706139397,8018.175000429152,0.0,0.0,401.31599999999986,6750.843999999997,0.0,0,0,15.158,197.333,185.668,496.216,0.0,0.0,0
2014-04-30,7.833333333333332,-1.1666666666666667,1.0,0.29367141217445164,7364.6140010356885,0.0,0.0,95.10099999999998,6282.334999999999,0.0,0,0,118.425,327.38699999999994,671.9490000000002,242.52200000000002,0.0,0.0,0
2014-05-01,8.333333333333334,-1.0,2.0,0.14677763080540854,6441.4219992160815,0.0,0.0,159.039,5084.178,0.0,0,0,98.04300000000002,550.9830000000002,419.401,268.906,142.69000000000003,0.0,0
2014-05-02,8.0,-1.4,0.8,0.22384322876155907,8166.500999450687,0.0,0.0,1039.403,6354.046000000002,0.0,0,0,67.64600000000002,122.569,503.1449999999999,243.956,0.0,0.0,0
