,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2014-04-13,7.0,-0.2,0.0,0.06821617232883434,6149.78100037575,0.0,0.0,627.9540000000001,734.802,189.519,0,0,0.0,91.954,4758.654,0.0,0.0,0.0,3.024
2014-04-14,7.4,0.4,0.4,0.06502444995092048,6125.109999895097,2.0,0.0,1143.7940000000006,1084.797,174.296,0,0,0.0,46.363,3623.094,0.0,0.0,0.0,50.38500000000001
2014-04-15,6.8,0.2,0.4,0.10020306145056897,8624.151998758316,0.0,4.0,2653.228999999998,612.097,0.0,0,0,132.97899999999998,57.402,5401.365999999999,0.0,0.0,0.0,0.0
2014-04-16,6.8,0.2,0.2,0.08589519140989732,3527.1170008182576,1.0,1.0,21058.474,447.61199999999997,0.0,0,0,0.0,65.40400000000001,2437.1710000000007,0.0,149.882,0.0,0.0
2014-04-17,6.0,0.0,-0.2,0.08151591851429837,6102.278000593181,0.0,0.0,1579.4010000000005,2294.682999999999,0.0,0,0,0.0,42.265,2635.3409999999994,107.875,0.0,0.0,0.0
2014-04-18,7.2,0.6,0.8,0.07688394772517218,10462.567000389105,0.0,7.0,4545.204000000003,3182.322,0.0,0,0,0.0,53.724,6203.246000000001,0.0,0.0,0.0,0.0
2014-04-19,8.0,1.0,1.0,0.21578447641476228,3189.776000738146,0.0,0.0,11548.82,1058.353,0.0,0,0,0.0,42.46,1653.3970000000006,0.0,0.0,0.0,0.0
2014-04-20,8.0,0.6,1.0,0.032867156570258786,7129.814999580381,0.0,0.0,367.645,871.69,64.279,0,0,0.0,63.45400000000001,5737.269,0.0,0.0,23.082,0.0
2014-04-21,6.4,-0.2,0.0,0.09398120123755717,7717.239000558854,0.0,0.0,840.7199999999998,2112.1420000000003,190.543,0,0,0.0,42.42699999999999,4547.481000000002,0.0,0.0,22.112,0.0
2014-04-22,7.25,0.5,1.0,0.10722584231432683,7584.1540019512195,0.0,0.0,6568.861000000007,2633.366,0.0,0,0,0.0,46.251000000000005,2340.1109999999994,0.0,2.009,0.0,6.218999999999999
2014-04-23,6.2,0.2,0.2,0.0960912896231939,6572.150000572208,1.0,1.0,1518.024,1454.5789999999995,11.107,0,0,0.0,61.818999999999996,3509.6130000000007,0.0,0.0,0.0,12.223
2014-04-24,5.8,0.0,-0.4,0.07687226020351642,7454.101000785832,2.0,0.0,7303.616000000003,3682.127999999999,66.465,0,0,0.0,39.663,2454.664,0.0,306.755,0.0,37.258
2014-04-25,6.6,0.2,0.4,0.11031263954857312,9746.304000854492,1.0,0.0,7653.389000000003,4275.539000000001,44.36600000000001,0,0,0.0,53.707,3817.5440000000012,137.239,0.0,0.0,103.807
2014-04-26,8.0,1.0,1.0,0.2841226975153143,6004.027999877926,3.0,0.0,809.6039999999997,3281.1199999999994,55.83,0,0,0.0,33.732,1711.9400000000005,118.686,0.0,0.0,0.0
2014-04-27,7.8,0.8,0.8,0.07877714894532081,2349.3940005302443,4.0,2.0,681.3589999999998,534.2689999999999,77.52600000000002,0,0,0.0,57.582,874.0580000000001,97.476,0.0,0.0,25.162
2014-04-28,8.0,1.0,1.0,0.16001400560224094,5659.507998466492,4.0,0.0,670.4239999999999,2553.024,241.695,0,0,0.0,42.468,2122.478,0.0,0.0,26.402,0.0
2014-04-29,6.6,0.6,0.4,0.09745980313029162,4524.966001987459,0.0,0.0,1348.7640000000004,1083.6620000000003,0.0,0,0,0.0,58.75400000000001,2277.5350000000008,0.0,0.0,0.0,59.313
2014-04-30,6.2,-0.2,0.2,0.0840277777777778,7556.272999286652,0.0,0.0,1069.053,4156.633000000002,37.577,0,0,0.0,45.78,2243.536,0.0,0.0,0.0,0.0
2014-05-01,6.8,0.0,0.4,0.11682422969187675,5536.597999811174,5.0,0.0,2948.3239999999987,1135.013,0.0,0,0,0.0,35.330999999999996,1767.8480000000004,0.0,0.0,0.0,0.0
2014-05-02,7.2,0.2,0.8,0.1430287453399221,4744.67600083351,0.0,0.0,733.0599999999997,1681.1370000000002,306.82,0,0,0.0,50.540000000000006,2182.2960000000003,72.414,424.11699999999996,0.0,12.076
2014-05-03,7.8,0.0,0.8,0.046457482065535634,3909.7510013580327,3.0,0.0,1215.6529999999993,1089.118,50.56399999999999,0,0,0.0,45.589,3490.6290000000004,0.0,0.0,0.0,0.0
2014-05-04,7.4,-0.2,0.4,0.01751778609994721,4421.8309996128055,0.0,0.0,418.30800000000016,382.458,77.555,0,0,0.0,56.358999999999995,3486.1810000000005,0.0,0.0,0.0,0.0
2014-05-05,6.5,0.25,0.25,0.0992824107043948,4018.603000402451,0.0,3.0,884.4579999999997,551.786,49.334,0,0,0.0,30.449,2500.63,0.0,0.0,0.0,0.0
