,Unnamed: 0,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,gsm,amusement,system
0,2014-03-22,7.8,0.8,1.0,0.1913883086450861,0.030596493060390167,0.0053066550925925954,0.0,0.0,0.0,0.0019507523148148155,0.8181818181818182,0.04531856481481482,0.005630069444444443
1,2014-03-23,8.2,-0.2,1.2,0.1002466983942117,0.05842982639593108,0.01739724537037036,0.00042087962962962966,0.0018749768518518518,0.0,0.00318755787037037,0.18181818181818185,0.02015498842592593,0.005701111111111113
2,2014-03-24,7.8,-0.6,1.4,0.09074022242156704,0.07231534721674743,0.02641592592592591,0.0012177893518518518,0.0014505208333333336,0.0,0.0,0.2727272727272727,0.045231979166666665,0.0011271064814814813
3,2014-03-25,7.8,-0.4,1.2,0.132768285523492,0.043878611113738135,0.015105300925925932,0.005179895833333333,0.001632824074074074,0.0,0.0,0.6363636363636364,0.015641388888888892,0.01242289351851852
4,2014-03-26,8.25,0.5,1.0,0.09115320114030408,0.046133993041736106,0.014985983796296287,0.0010085763888888892,0.00023939814814814814,0.0,0.00014861111111111108,0.09090909090909093,0.027267048611111108,0.001373136574074074
5,2014-03-27,7.75,0.25,0.5,0.1031957536987308,0.0379124074263705,0.010783125000000005,0.0,0.00015552083333333333,0.0,0.0,0.3636363636363637,0.019140706018518524,0.007011874999999999
6,2014-03-28,8.0,-0.5,1.5,0.10467928797906652,0.03762085646114968,0.010889803240740736,0.0,0.0005347916666666667,0.0,0.0,0.2727272727272727,0.0387938773148148,0.0032936458333333338
7,2014-03-29,8.6,-0.2,1.6,0.16337733775865065,0.02617350695033869,0.00177,0.0005714236111111111,0.0,0.0,0.0,0.09090909090909093,0.029273472222222232,0.00022349537037037037
8,2014-03-30,8.4,-0.2,1.0,0.16465071526667882,0.04130461804844715,0.014162303240740746,0.0,0.000304212962962963,0.0,0.0,0.09090909090909093,0.02360895833333333,0.00014894675925925929
18,2014-04-09,7.8,0.6,1.0,0.0921222333052219,0.02052918981070871,0.008841030092592591,0.0003673032407407408,0.0001883101851851852,0.0,0.0,0.0,0.011393055555555559,0.00027596064814814817
19,2014-04-10,7.4,0.4,1.0,0.1080663991151945,0.08122987270079274,0.02059003472222223,0.0,6.038194444444445e-05,0.00015300925925925926,0.0,0.18181818181818185,0.032133425925925926,0.0012001041666666664
20,2014-04-11,7.6,0.2,1.0,0.12018808327176553,0.0576842708250991,0.019663171296296297,0.00019848379629629632,0.00010601851851851851,0.0,0.0,0.0,0.03620936342592593,0.00123462962962963
21,2014-04-12,7.666666666666668,0.3333333333333333,1.0,0.12703734227128452,0.028852060177811868,0.002657962962962963,0.0,0.0,0.0,0.0,0.5454545454545454,0.1395222916666667,0.22553690972222215
22,2014-04-13,7.4,0.2,1.0,0.07813754216620178,0.08972862267107873,0.027674212962962963,0.0,0.007450879629629631,0.0,0.0,0.18181818181818185,0.037244606481481465,0.01610487268518519
