predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-03-24,AS14.30,2014-03-21-2014-03-23,7.733333333333333,-0.6000000000000001,1.0666666666666667,0.18476958350597927,7.8
2014-03-25,AS14.30,2014-03-22-2014-03-24,7.733333333333333,-0.5333333333333333,1.0,0.1620410056408059,8.0
2014-03-26,AS14.30,2014-03-23-2014-03-25,7.866666666666667,-0.3333333333333333,1.0,0.13315970987582346,6.8
2014-03-27,AS14.30,2014-03-24-2014-03-26,7.533333333333334,-0.06666666666666667,0.8666666666666667,0.159713926915137,7.75
2014-03-28,AS14.30,2014-03-25-2014-03-27,7.516666666666667,-0.25,0.8666666666666667,0.16506711334437021,7.8
2014-03-29,AS14.30,2014-03-26-2014-03-28,7.45,-0.18333333333333335,0.8666666666666667,0.2031539087851957,8.4
2014-03-30,AS14.30,2014-03-27-2014-03-29,7.983333333333334,-0.7166666666666667,1.0,0.1803549459393321,7.6
2014-03-31,AS14.30,2014-03-28-2014-03-30,7.933333333333333,-0.8666666666666666,1.0,0.16452721170666298,7.6
2014-04-01,AS14.30,2014-03-29-2014-03-31,7.866666666666667,-1.133333333333333,1.0,0.1598979912127828,7.8
2014-04-02,AS14.30,2014-03-30-2014-04-01,7.666666666666667,-1.0666666666666667,1.0666666666666667,0.16810656024943013,7.6
2014-04-03,AS14.30,2014-03-31-2014-04-02,7.666666666666667,-0.8666666666666667,0.9333333333333335,0.18513799589183674,8.0
2014-04-04,AS14.30,2014-04-01-2014-04-03,7.8,-0.5333333333333333,0.9333333333333332,0.148689122714504,7.8
2014-04-05,AS14.30,2014-04-02-2014-04-04,7.8,-0.5333333333333333,0.8666666666666667,0.14381920021533692,8.0
2014-04-06,AS14.30,2014-04-03-2014-04-05,7.933333333333334,-0.6,1.0,0.11175417974605721,8.0
2014-04-07,AS14.30,2014-04-04-2014-04-06,7.933333333333334,-1.0666666666666667,1.0,0.10037593936692983,7.6
2014-04-08,AS14.30,2014-04-05-2014-04-07,7.866666666666667,-0.6666666666666666,1.0,0.09351321973992192,7.8
2014-04-09,AS14.30,2014-04-06-2014-04-08,7.8,-0.6,1.0,0.12400428947695254,7.75
2014-04-10,AS14.30,2014-04-07-2014-04-09,7.716666666666666,-0.3666666666666667,1.0,0.14730345401017886,8.2
2014-04-11,AS14.30,2014-04-08-2014-04-10,7.916666666666667,-0.7000000000000001,1.0,0.15117048316005977,7.666666666666668
2014-04-12,AS14.30,2014-04-09-2014-04-11,7.872222222222223,-0.7222222222222222,0.8888888888888888,0.14708290591324027,7.8
2014-04-13,AS14.30,2014-04-10-2014-04-12,7.888888888888889,-0.8888888888888888,0.9555555555555554,0.11388240038172985,7.2
2014-04-14,AS14.30,2014-04-11-2014-04-13,7.555555555555556,-1.0888888888888888,0.9555555555555556,0.09565893414424614,7.75
2014-04-15,AS14.30,2014-04-12-2014-04-14,7.583333333333333,-0.9500000000000001,1.0666666666666667,0.10367911047875468,7.6
2014-04-16,AS14.30,2014-04-13-2014-04-15,7.516666666666666,-1.0833333333333333,1.0,0.1240101677652204,8.4
2014-04-17,AS14.30,2014-04-14-2014-04-16,7.916666666666667,-0.6833333333333332,1.1333333333333333,0.16166713381724426,7.6
2014-04-18,AS14.30,2014-04-15-2014-04-17,7.866666666666667,-0.8666666666666666,1.1333333333333333,0.15847807718734738,7.4
2014-04-19,AS14.30,2014-04-16-2014-04-18,7.8,-0.8000000000000002,1.1333333333333333,0.1314424612206477,7.8
2014-04-20,AS14.30,2014-04-17-2014-04-19,7.6000000000000005,-1.0666666666666667,1.0,0.10077570031523286,7.75
2014-04-21,AS14.30,2014-04-18-2014-04-20,7.6499999999999995,-1.2166666666666666,1.0,0.08340428511561886,7.8
2014-04-22,AS14.30,2014-04-19-2014-04-21,7.783333333333334,-1.3500000000000003,1.0,0.10670880792536673,8.0
2014-04-23,AS14.30,2014-04-20-2014-04-22,7.8500000000000005,-1.2166666666666668,1.0666666666666667,0.12296906580961671,7.6
2014-04-24,AS14.30,2014-04-21-2014-04-23,7.8,-1.2666666666666668,1.0666666666666667,0.11779792975793081,8.2
2014-04-25,AS14.30,2014-04-22-2014-04-24,7.933333333333333,-1.1333333333333335,1.1333333333333335,0.12548579402285898,7.5
