predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-03-24,AS14.01,2014-03-21-2014-03-23,6.466666666666668,0.3333333333333333,0.5,0.17122381301147016,6.0
2014-03-25,AS14.01,2014-03-22-2014-03-24,6.3999999999999995,0.5333333333333333,0.43333333333333335,0.15286079705353994,6.75
2014-03-26,AS14.01,2014-03-23-2014-03-25,6.516666666666667,0.5,0.43333333333333335,0.10669209477038948,6.6
2014-03-27,AS14.01,2014-03-24-2014-03-26,6.45,0.3666666666666667,0.3666666666666667,0.09288116339206022,7.0
2014-03-28,AS14.01,2014-03-25-2014-03-27,6.783333333333334,0.16666666666666666,0.6333333333333334,0.1197310250098934,6.4
2014-03-29,AS14.01,2014-03-26-2014-03-28,6.666666666666667,-0.19999999999999998,0.6666666666666666,0.11883899475876453,8.0
2014-04-08,AS14.01,2014-04-05-2014-04-07,6.6000000000000005,-0.6055555555555555,0.45,0.07802690760674383,6.6
2014-04-09,AS14.01,2014-04-06-2014-04-08,6.533333333333334,-0.6055555555555555,0.3611111111111111,0.06346849295937816,7.4
2014-04-10,AS14.01,2014-04-07-2014-04-09,6.833333333333333,-0.6222222222222222,0.5277777777777778,0.08212726465599837,7.4
2014-04-11,AS14.01,2014-04-08-2014-04-10,7.133333333333333,-0.5333333333333333,0.7111111111111111,0.0915580926628561,7.0
2014-04-12,AS14.01,2014-04-09-2014-04-11,7.266666666666667,-0.8000000000000002,0.8666666666666667,0.09311114060009344,7.25
2014-04-13,AS14.01,2014-04-10-2014-04-12,7.216666666666666,-0.7833333333333333,0.7833333333333333,0.0770661229127566,8.0
2014-04-14,AS14.01,2014-04-11-2014-04-13,7.416666666666667,-1.0666666666666667,0.85,0.055418864165916466,7.2
2014-04-15,AS14.01,2014-04-12-2014-04-14,7.483333333333333,-1.0666666666666667,0.7833333333333333,0.0567192349648577,6.4
2014-04-16,AS14.01,2014-04-13-2014-04-15,7.2,-0.8166666666666668,0.8000000000000002,0.06267359873499338,7.2
2014-04-17,AS14.01,2014-04-14-2014-04-16,6.933333333333334,-0.15,0.6333333333333333,0.09670326779257721,6.6
2014-04-18,AS14.01,2014-04-15-2014-04-17,6.733333333333334,0.11666666666666665,0.6333333333333333,0.08771344852664807,6.8
2014-04-19,AS14.01,2014-04-16-2014-04-18,6.866666666666667,-0.15000000000000002,0.6333333333333334,0.08902039983139835,7.8
2014-04-20,AS14.01,2014-04-17-2014-04-19,7.066666666666666,-0.46666666666666673,0.7999999999999999,0.08346092503030439,7.25
2014-04-21,AS14.01,2014-04-18-2014-04-20,7.283333333333334,-0.4166666666666667,0.85,0.0894270538206441,7.6
2014-04-22,AS14.01,2014-04-19-2014-04-21,7.55,-0.2333333333333333,0.9166666666666666,0.09209640457840114,7.4
2014-04-23,AS14.01,2014-04-20-2014-04-22,7.416666666666667,-0.09999999999999999,0.9166666666666666,0.08959561794455173,7.6
2014-04-24,AS14.01,2014-04-21-2014-04-23,7.533333333333334,0.05000000000000001,1.0,0.07998543330810158,7.6
2014-04-25,AS14.01,2014-04-22-2014-04-24,7.533333333333334,0.0,1.0,0.06293940971669729,7.2
2014-04-26,AS14.01,2014-04-23-2014-04-25,7.466666666666666,-0.13333333333333333,0.9333333333333332,0.06864991365487576,7.6
2014-04-27,AS14.01,2014-04-24-2014-04-26,7.466666666666666,-0.26666666666666666,0.9333333333333332,0.12473760781836553,7.5
2014-04-28,AS14.01,2014-04-25-2014-04-27,7.433333333333334,-0.13333333333333333,0.9333333333333332,0.117929586353342,7.6
2014-04-29,AS14.01,2014-04-26-2014-04-28,7.566666666666666,-0.3333333333333333,0.9333333333333332,0.08813433932053248,7.0
2014-04-30,AS14.01,2014-04-27-2014-04-29,7.366666666666667,-0.35000000000000003,0.9333333333333332,0.05097083162228903,7.8
2014-05-01,AS14.01,2014-04-28-2014-04-30,7.466666666666666,-0.4833333333333334,0.85,0.09116167670288354,8.0
2014-05-02,AS14.01,2014-04-29-2014-05-01,7.6000000000000005,-0.35000000000000003,0.9166666666666666,0.09695832523930291,7.6
2014-05-03,AS14.01,2014-04-30-2014-05-02,7.8,-0.3333333333333333,0.9166666666666666,0.08848591549505998,8.0
2014-05-04,AS14.01,2014-05-01-2014-05-03,7.866666666666667,-0.26666666666666666,1.0,0.06204905744653492,8.0
