indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
3,2014-04-08,AS14.27,2014-04-06-2014-04-07,7.3,0.0,0.5,0.08263888888888887,7.6,3.0
4,2014-04-09,AS14.27,2014-04-07-2014-04-08,7.6,0.2,0.8,0.07777777777777778,7.0,4.0
5,2014-04-10,AS14.27,2014-04-08-2014-04-09,7.3,-0.09999999999999998,0.8,0.09166666666666669,7.4,5.0
6,2014-04-11,AS14.27,2014-04-09-2014-04-10,7.2,0.1,0.6000000000000001,0.11857638888888888,5.8,6.0
7,2014-04-12,AS14.27,2014-04-10-2014-04-11,6.6,0.1,-0.09999999999999998,0.10538194444444446,7.0,7.0
8,2014-04-13,AS14.27,2014-04-11-2014-04-12,6.4,0.325,-0.04999999999999999,0.08144755747126436,8.75,8.0
9,2014-04-14,AS14.27,2014-04-12-2014-04-13,7.875,0.375,1.0,0.10715397509578545,7.6,9.0
10,2014-04-15,AS14.27,2014-04-13-2014-04-14,8.175,-0.15000000000000002,1.15,0.10903975095785443,7.2,10.0
11,2014-04-16,AS14.27,2014-04-14-2014-04-15,7.4,-0.7,0.7,0.08558597337006428,7.8,11.0
12,2014-04-17,AS14.27,2014-04-15-2014-04-16,7.5,-1.0,0.8,0.10422509568565719,7.6,12.0
19,2014-04-24,AS14.27,2014-04-22-2014-04-23,7.9,-0.5,0.8,0.0841909473844634,7.6,19.0
20,2014-04-25,AS14.27,2014-04-23-2014-04-24,7.8,0.3,0.7,0.07931232927055115,7.6,20.0
21,2014-04-26,AS14.27,2014-04-24-2014-04-25,7.6,0.8999999999999999,0.6,0.11360731792717085,9.333333333333334,21.0
22,2014-04-27,AS14.27,2014-04-25-2014-04-26,8.466666666666667,0.9333333333333333,1.1333333333333333,0.2508884803921569,8.0,22.0
23,2014-04-28,AS14.27,2014-04-26-2014-04-27,8.666666666666668,0.5333333333333333,1.2333333333333334,0.2434989095500459,7.8,23.0
24,2014-04-29,AS14.27,2014-04-27-2014-04-28,7.9,0.30000000000000004,0.8,0.12839474288337918,7.2,24.0
25,2014-04-30,AS14.27,2014-04-28-2014-04-29,7.5,-0.5,0.6000000000000001,0.10954861111111105,6.6,25.0
26,2014-05-01,AS14.27,2014-04-29-2014-04-30,6.9,0.0,0.4,0.08820641762452104,7.6,26.0
27,2014-05-02,AS14.27,2014-04-30-2014-05-01,7.1,0.8,0.6000000000000001,0.1006525383141762,7.2,27.0
28,2014-05-03,AS14.27,2014-05-01-2014-05-02,7.4,-0.3,0.7,0.11591834291187737,6.4,28.0
29,2014-05-04,AS14.27,2014-05-02-2014-05-03,6.800000000000001,0.09999999999999998,0.3,0.10503472222222221,7.4,29.0
30,2014-05-05,AS14.27,2014-05-03-2014-05-04,6.9,0.5,0.3,0.08858251633986927,7.666666666666668,30.0
