predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,gsm,amusement,system
2014-04-10,AS14.31,2014-04-06-2014-04-09,7.2,1,0,6.8,0.25,0.4,0.1692977966680703,0.059080914346570215,0.014320231481481482,0.0005256047453703704,0.00010640625,0.0017818229166666666,0.0,0.09722222222222224,0.0020683622685185184,0.016400086805555554
2014-04-11,AS14.31,2014-04-07-2014-04-10,7.8,0,1,6.95,0.35,0.5,0.17776584262701453,0.0756598234873403,0.025099169560185177,0.00036922453703703705,0.0003133912037037037,0.0026144097222222224,0.0,0.1388888888888889,0.002106802662037037,0.018306160300925925
2014-04-12,AS14.31,2014-04-08-2014-04-11,7.0,0,1,7.25,0.45000000000000007,0.75,0.20913492034011325,0.09942707753360822,0.038520135995370366,0.0007233304398148147,0.0008671903935185184,0.003370185185185185,0.0,0.2638888888888889,0.0024462876157407406,0.03723063657407408
2014-04-13,AS14.31,2014-04-09-2014-04-12,6.8,0,1,7.25,0.45000000000000007,0.8,0.22861569095096929,0.1138089409629228,0.04018573495370369,0.0006304571759259259,0.0008602488425925926,0.0025376359953703702,0.0,0.3194444444444444,0.0016152228009259258,0.03479127314814815
2014-04-14,AS14.31,2014-04-10-2014-04-13,6.2,1,0,7.2,0.25,0.8999999999999999,0.26732756818318454,0.12618747105821967,0.0345397974537037,0.0005520572916666666,0.0008660648148148146,0.001960234375,0.0,0.3888888888888889,0.0022789178240740743,0.036227615740740744
2014-04-15,AS14.31,2014-04-11-2014-04-14,7.0,1,0,6.95,-0.05000000000000002,0.75,0.2475034564767399,0.10817185763407638,0.026276730324074078,0.0005694704861111111,0.0006918576388888888,0.002527129629629629,0.0,0.3472222222222222,0.002382604166666667,0.03342611400462964
2014-04-16,AS14.31,2014-04-12-2014-04-15,6.75,1,0,6.75,-0.2,0.6375,0.2200679008149347,0.07507491897791627,0.013750326967592595,0.0002534577546296296,0.00013805844907407408,0.0015970775462962963,0.0,0.19444444444444448,0.002001932870370371,0.014137664930555557
2014-04-17,AS14.31,2014-04-13-2014-04-16,7.0,1,0,6.6875,-0.35,0.5625,0.20403656536839607,0.06482275751936768,0.015670752314814816,0.0006139438657407407,0.0003158015046296296,0.001663940972222222,0.0,0.16666666666666666,0.002286403356481482,0.01767279803240741
2014-04-18,AS14.31,2014-04-14-2014-04-17,6.8,0,1,6.7375,-0.05000000000000002,0.5625,0.15435742166615224,0.05124987846516349,0.02042231481481482,0.000814230324074074,0.0003237297453703703,0.0017998206018518517,0.0,0.09722222222222221,0.0017391984953703703,0.015545023148148148
2014-04-19,AS14.31,2014-04-15-2014-04-18,7.8,0,1,6.8875,0.2,0.7625,0.14482554091121114,0.06124134547939457,0.025084004629629633,0.0007968171296296295,0.0002909519675925925,0.0010025520833333336,0.0,0.125,0.006872708333333333,0.06741295717592594
