predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,social,travel,weather,gsm,amusement,system
2014-04-05,AS14.28,2014-04-01-2014-04-04,7.6,0,1,7.0125,-0.175,0.4125,0.11146116354580209,0.1256159751241406,0.041388463541666656,0.0012126678240740743,0.03130307002314816,0.0026045052083333332,0.0005505497685185186,0.09722222222222221,0.008996814236111112,0.04909045138888887
2014-04-06,AS14.28,2014-04-02-2014-04-05,7.2,0,1,7.0375,-0.375,0.6125,0.08677361624717914,0.12367938079215864,0.03689081597222222,0.0010024450231481484,0.03138857060185186,0.001591122685185185,0.0005651620370370371,0.06944444444444445,0.009723509837962963,0.045809456018518505
2014-04-07,AS14.28,2014-04-03-2014-04-06,8.0,1,0,7.1375,-0.475,0.6625,0.07903295614407907,0.10647623553389202,0.03199231770833333,0.00020817708333333333,0.028997957175925928,0.0011277719907407406,0.0004347945601851852,0.041666666666666664,0.007948098958333333,0.039984991319444434
2014-04-08,AS14.28,2014-04-04-2014-04-07,7.8,1,0,7.1375,-0.425,0.6625,0.06917143805170314,0.1131285185194402,0.03156728009259258,0.00016713541666666667,0.032740515046296284,0.0015666348379629632,0.0004708362268518519,0.041666666666666664,0.008668298611111111,0.05299737847222223
2014-04-09,AS14.28,2014-04-05-2014-04-08,7.0,1,0,7.65,-0.35,0.9125,0.06265755654988253,0.09462741609386824,0.02440763888888889,6.839699074074075e-05,0.030527554976851844,0.001232884837962963,0.00046078125000000004,0.0,0.006887560763888889,0.059088070023148156
2014-04-10,AS14.28,2014-04-06-2014-04-09,7.0,1,0,7.5,-0.4,0.9625,0.11665432651295093,0.1071310879704025,0.026358483796296295,0.0003385763888888888,0.029147245370370365,0.001232884837962963,0.0004461689814814815,0.013888888888888888,0.005485804398148148,0.0592111400462963
2014-04-11,AS14.28,2014-04-07-2014-04-10,7.4,0,1,7.45,-0.5,0.9375,0.16955317420211813,0.11358968750401228,0.030895135995370367,0.00045014467592592583,0.02533973958333333,0.003236394675925926,0.0004461689814814815,0.013888888888888888,0.0074404137731481496,0.06756190682870372
2014-04-12,AS14.28,2014-04-08-2014-04-11,7.8,0,1,7.300000000000001,-0.7000000000000001,0.625,0.22494407479022105,0.1535963917792671,0.03859839409722222,0.0007585185185185185,0.01946193287037037,0.0065236082175925926,0.00018564525462962965,0.2638888888888889,0.004211501736111112,0.045928903356481504
2014-04-13,AS14.28,2014-04-09-2014-04-12,7.2,0,1,7.3,-0.8375,0.6875,0.20952960884858557,0.16550896989802516,0.0383037818287037,0.0008931221064814815,0.02331317708333333,0.006173640046296296,0.0001515480324074074,0.2638888888888889,0.008212430555555556,0.04077335358796299
2014-04-14,AS14.28,2014-04-10-2014-04-13,6.8,1,0,7.35,-0.7375,0.625,0.15917413554958992,0.15829522569353383,0.04303714988425926,0.0006229427083333334,0.02571707754629629,0.006173640046296296,0.0004607465277777778,0.2777777777777778,0.009375775462962964,0.0387449189814815
2014-04-15,AS14.28,2014-04-11-2014-04-14,6.8,1,0,7.3,-0.7375,0.625,0.12974192866630885,0.16612970486973172,0.050254464699074075,0.000642800925925926,0.026986524884259254,0.004191166087962963,0.0006524652777777779,0.2916666666666667,0.006837135416666668,0.04394010995370373
2014-04-16,AS14.28,2014-04-12-2014-04-15,6.2,1,0,7.15,-0.6375000000000001,0.725,0.07574892707037297,0.12144758103139425,0.04363014467592593,0.0007096151620370372,0.03148145254629629,2.1035879629629628e-05,0.0007500347222222222,0.041666666666666664,0.009171475694444445,0.04308377025462965
2014-04-17,AS14.28,2014-04-13-2014-04-16,7.8,1,0,6.75,-0.30000000000000004,0.3125,0.07542386969421816,0.11763643229932144,0.0439589988425926,0.0007963541666666668,0.03227868055555555,2.1035879629629628e-05,0.0008569936342592592,0.041666666666666664,0.009178197337962962,0.0424173090277778
2014-04-18,AS14.28,2014-04-14-2014-04-17,5.8,0,1,6.9,-0.275,0.3125,0.09180197915906446,0.11686165798662436,0.039123229166666676,0.0008867534722222224,0.03459410011574074,2.1035879629629628e-05,0.0005477951388888888,0.041666666666666664,0.009790957754629629,0.04349417824074077
2014-04-19,AS14.28,2014-04-15-2014-04-18,6.75,0,1,6.65,-0.07500000000000001,0.1875,0.07395984911231944,0.11575360531332314,0.03135974826388889,0.0013468836805555556,0.03365240451388889,0.0004146875,0.0005620312499999999,0.027777777777777776,0.012904994212962963,0.03848884548611112
2014-04-20,AS14.28,2014-04-16-2014-04-19,7.8,0,1,6.6375,-0.15000000000000002,0.17083333333333334,0.04978148397415309,0.10529818864470278,0.02474620081018519,0.0009742968749999999,0.030364143518518523,0.001000396412037037,0.0004994270833333333,0.041666666666666664,0.010997181712962963,0.03484085069444444
2014-04-21,AS14.28,2014-04-17-2014-04-20,8.0,1,0,7.0375000000000005,-0.4,0.5208333333333333,0.0486293542036523,0.09188420716880095,0.01594692708333334,0.0007529542824074073,0.025742517361111106,0.001000396412037037,0.00027015624999999994,0.041666666666666664,0.008193049768518519,0.02868478877314814
2014-04-22,AS14.28,2014-04-18-2014-04-21,7.25,1,0,7.0875,-0.3375,0.5833333333333333,0.04055916784739694,0.07840258680284024,0.013207132523148151,0.0006625549768518517,0.02014089699074074,0.001496875,0.00038303240740740734,0.013888888888888888,0.006098833912037038,0.02576274016203703
