predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,office,social,travel,weather,gsm,amusement,system
2014-03-30,AS14.06,2014-03-27-2014-03-29,7.8,0,1,7.466666666666666,0.016666666666666663,0.6833333333333332,0.13846009391797323,0.07331375772478405,0.03671108796296296,0.00016305169753086425,0.022207422839506174,0.00030869984567901223,0.0,0.060606060606060615,0.020199884259259258,0.0023087114197530858
2014-03-31,AS14.06,2014-03-28-2014-03-30,7.0,1,0,7.733333333333333,-0.06666666666666667,0.8666666666666667,0.16478317634243245,0.07627118055835182,0.023223456790123456,0.00016305169753086425,0.026029012345679014,0.00030869984567901223,1.874614197530864e-05,0.1818181818181818,0.02788106481481482,0.007520779320987651
2014-04-01,AS14.06,2014-03-29-2014-03-31,7.75,1,0,7.533333333333334,-0.06666666666666667,0.7333333333333334,0.16116139723952727,0.07849218363931149,0.017331882716049383,0.00010618055555555554,0.02326200617283951,0.0,1.874614197530864e-05,0.1818181818181818,0.02950273148148148,0.01513993055555555
2014-04-02,AS14.06,2014-03-30-2014-04-01,6.8,1,0,7.516666666666667,-0.06666666666666667,0.65,0.19925231092270435,0.09571339891648585,0.025639128086419747,0.00010618055555555554,0.026991157407407405,0.0,1.874614197530864e-05,0.2727272727272727,0.03280489197530864,0.02022894675925925
2014-04-03,AS14.06,2014-03-31-2014-04-02,7.2,1,0,7.183333333333334,-0.26666666666666666,0.5166666666666666,0.18300386710073105,0.09667706790529651,0.04063085648148148,0.0007504706790123456,0.029975775462962966,8.534722222222223e-05,0.0,0.24242424242424243,0.02113157407407407,0.015302214506172836
2014-04-12,AS14.06,2014-04-09-2014-04-11,8.2,0,1,7.6000000000000005,0.0,0.8666666666666667,0.17776564332111097,0.0928190046272896,0.040998198302469126,0.0021757445987654316,0.03858300925925927,0.00478059413580247,0.00010472608024691358,0.1818181818181818,0.03839619598765432,0.009315814043209877
2014-04-13,AS14.06,2014-04-10-2014-04-12,6.5,0,1,7.866666666666666,0.0,0.9333333333333332,0.22137106209680837,0.0716628125006402,0.02744672067901234,0.00034774691358024695,0.028950088734567902,0.004098769290123456,0.00016288194444444445,0.1515151515151515,0.03561403549382717,0.004175856481481482
2014-04-14,AS14.06,2014-04-11-2014-04-13,7.25,1,0,7.5,-0.43333333333333335,0.75,0.26152349136688474,0.07207785108207183,0.02959895061728395,0.00034774691358024695,0.025161662808641978,0.0022245216049382715,6.20408950617284e-05,0.060606060606060615,0.03474302469135803,0.0059245987654321
2014-04-15,AS14.06,2014-04-12-2014-04-14,7.0,1,0,7.316666666666666,-0.45,0.6666666666666666,0.25246556746307497,0.06299961805619574,0.025990142746913584,0.00011355709876543211,0.015421709104938274,0.0018359413580246913,6.20408950617284e-05,0.12121212121212123,0.012417160493827161,0.010033067129629631
2014-04-16,AS14.06,2014-04-13-2014-04-15,7.6,1,0,6.916666666666667,-0.7166666666666667,0.5333333333333333,0.2413493593050935,0.07277623070702875,0.038289170524691364,0.00038996913580246914,0.02180976080246914,0.0016326813271604938,4.651234567901234e-05,0.30303030303030304,0.009071905864197524,0.014784768518518523
2014-04-17,AS14.06,2014-04-14-2014-04-16,6.8,1,0,7.283333333333334,-0.21666666666666667,0.5833333333333334,0.1747905432653086,0.10468058641126125,0.04801091435185187,0.0004613425925925926,0.02744749228395062,0.00038130015432098763,4.651234567901234e-05,0.27272727272727276,0.015723996913580243,0.017431736111111113
2014-04-18,AS14.06,2014-04-15-2014-04-17,6.25,0,1,7.133333333333333,-0.06666666666666667,0.5333333333333333,0.1657664614581268,0.13504024305369383,0.05757748842592594,0.0014974459876543212,0.03539573688271606,0.000525204475308642,4.651234567901234e-05,0.24242424242424243,0.02598046296296297,0.015536060956790125
2014-04-19,AS14.06,2014-04-16-2014-04-18,6.8,0,1,6.883333333333333,-0.26666666666666666,0.5,0.14765041757550704,0.13624422839854233,0.05605164737654322,0.0012598919753086422,0.0281125887345679,0.0017355748456790122,0.0,0.15151515151515152,0.02979152777777779,0.012547542438271603
2014-04-20,AS14.06,2014-04-17-2014-04-19,8.2,0,1,6.616666666666667,-0.20000000000000004,0.5666666666666668,0.13205001891931256,0.09498433257326667,0.0425845949074074,0.0011885185185185187,0.014907565586419756,0.0018728858024691358,0.0,0.24242424242424243,0.02498446373456791,0.007459560185185183
2014-04-21,AS14.06,2014-04-18-2014-04-20,7.0,1,0,7.083333333333333,-0.0666666666666667,0.6333333333333334,0.09137897712539472,0.06861751544162814,0.03047828703703703,3.885802469135803e-05,0.015696651234567906,0.0017289814814814813,0.0,0.21212121212121215,0.017278445216049387,0.005465505401234566
2014-04-22,AS14.06,2014-04-19-2014-04-21,6.6,1,0,7.333333333333333,0.3333333333333333,0.6666666666666666,0.06872027620361436,0.06897250386207927,0.028546959876543213,0.0,0.020977465277777784,0.0010003510802469133,0.0,0.15151515151515155,0.018750478395061734,0.002847565586419753
2014-04-23,AS14.06,2014-04-20-2014-04-22,7.0,1,0,7.266666666666666,0.13333333333333333,0.6666666666666666,0.0841315796138673,0.1069520678969077,0.04598488811728397,0.00016962191358024692,0.02589171296296297,0.0014429745370370369,0.0,0.24242424242424243,0.029916215277777793,0.00687151234567901
2014-04-24,AS14.06,2014-04-21-2014-04-23,7.75,1,0,6.866666666666667,-0.06666666666666667,0.6666666666666666,0.11882150904255769,0.12337716048606384,0.0620473726851852,0.0005665162037037037,0.024281454475308648,0.0021831867283950614,0.000102554012345679,0.3636363636363637,0.03399130787037038,0.007838533950617281
2014-04-25,AS14.06,2014-04-22-2014-04-24,6.4,0,1,7.116666666666667,-0.21666666666666667,0.7166666666666667,0.17131188904322045,0.12354058255200034,0.06601413580246913,0.0005820100308641976,0.019173560956790126,0.002433958333333333,0.00016087577160493828,0.5757575757575758,0.028715162037037043,0.011818800154320986
2014-04-26,AS14.06,2014-04-23-2014-04-25,7.5,0,1,7.05,-0.4166666666666667,0.65,0.21147928933667115,0.09691918209379106,0.04863535493827159,0.0006426311728395063,0.025889799382716055,0.0025282638888888885,0.00016087577160493828,0.4545454545454546,0.01983809027777778,0.008612044753086419
2014-04-27,AS14.06,2014-04-24-2014-04-26,7.2,0,1,7.216666666666666,-0.4166666666666667,0.7166666666666667,0.23576924496545207,0.08392817515557932,0.0380379899691358,0.0007717939814814814,0.01880499614197531,0.0053529861111111104,5.832175925925927e-05,0.6666666666666666,0.015221739969135803,0.009919965277777781
2014-04-28,AS14.06,2014-04-25-2014-04-27,6.75,1,0,7.033333333333334,-0.5333333333333333,0.7999999999999999,0.17710435389433551,0.06280051312328859,0.024637831790123455,0.0007563001543209875,0.01784073688271605,0.0051931520061728395,0.0,0.42424242424242425,0.012453672839506172,0.005800416666666669
