predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-04-03,AS14.28,2014-04-01-2014-04-02,7.15,-0.1,0.2,0.08491282853004828,8.0
2014-04-04,AS14.28,2014-04-02-2014-04-03,7.4,-0.1,0.825,0.09716436424645288,5.75
2014-04-05,AS14.28,2014-04-03-2014-04-04,6.875,-0.25,0.625,0.1380094985615559,7.6
2014-04-06,AS14.28,2014-04-04-2014-04-05,6.675,-0.65,0.4,0.0763828682479054,7.2
2014-04-07,AS14.28,2014-04-05-2014-04-06,7.4,-0.7,0.7,0.020056413726602246,8.0
2014-04-08,AS14.28,2014-04-06-2014-04-07,7.6,-0.19999999999999998,0.925,0.061960007855500904,7.8
2014-04-09,AS14.28,2014-04-07-2014-04-08,7.9,0.0,1.125,0.10525869937316282,7.0
2014-04-10,AS14.28,2014-04-08-2014-04-09,7.4,-0.6,1.0,0.17134864517040096,7.0
2014-04-11,AS14.28,2014-04-09-2014-04-10,7.0,-1.0,0.75,0.23384764903107347,7.4
2014-04-12,AS14.28,2014-04-10-2014-04-11,7.2,-0.8,0.25,0.27853950441004116,7.8
2014-04-13,AS14.28,2014-04-11-2014-04-12,7.6,-0.675,0.625,0.1852115686660977,7.2
2014-04-14,AS14.28,2014-04-12-2014-04-13,7.5,-0.675,1.0,0.03980876668913867,6.8
2014-04-15,AS14.28,2014-04-13-2014-04-14,7.0,-0.8,0.625,0.07427228866651997,6.8
2014-04-16,AS14.28,2014-04-14-2014-04-15,6.8,-0.6,0.45,0.11168908745160727,6.2
2014-04-17,AS14.28,2014-04-15-2014-04-16,6.5,0.19999999999999998,0.0,0.07657545072191635,7.8
2014-04-18,AS14.28,2014-04-16-2014-04-17,7.0,0.04999999999999999,0.175,0.07191487086652165,5.8
2014-04-19,AS14.28,2014-04-17-2014-04-18,6.8,-0.35,0.375,0.07134424750272253,6.75
2014-04-20,AS14.28,2014-04-18-2014-04-19,6.275,-0.35,0.16666666666666666,0.027648097081784534,7.8
2014-04-21,AS14.28,2014-04-19-2014-04-20,7.275,-0.45,0.6666666666666666,0.025914460904582083,8.0
2014-04-22,AS14.28,2014-04-20-2014-04-21,7.9,-0.325,1.0,0.05347023861300935,7.25
2014-04-23,AS14.28,2014-04-21-2014-04-22,7.625,-0.5,1.0,0.11645478697252278,7.0
2014-04-24,AS14.28,2014-04-22-2014-04-23,7.125,-0.20833333333333334,1.0,0.12618387874803716,8.0
2014-04-25,AS14.28,2014-04-23-2014-04-24,7.5,0.06666666666666665,1.1,0.10712331725421742,7.0
2014-04-26,AS14.28,2014-04-24-2014-04-25,7.5,-0.2,1.1,0.12475836933169909,8.0
2014-04-27,AS14.28,2014-04-25-2014-04-26,7.5,-0.1,1.0,0.08169766381392264,7.25
2014-04-28,AS14.28,2014-04-26-2014-04-27,7.625,0.125,0.75,0.043076185153453225,7.5
